No,RSS,NoRLS,RLS,Cas vague 1,Taux cas vague 1,Cas vague 2,Taux cas vague 2,Cas vague 3,Taux cas vague 3,Cas vague 4,Taux cas vague 4,Cas vague 5,Taux cas vague 5,Cas vague 6,Taux cas vague 6,Cas vague 7,Taux cas vague 7
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,844,582.03,2639,1819.08,361,248.73,1079,743.43,8806,6042.72,3071,2098.82,4810,3274.86
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,48,106.89,754,1675.85,161,357.16,389,862.95,2799,6191.66,632,1394.10,1129,2484.98
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,270,249.34,3164,2914.73,673,618.48,558,512.79,4809,4403.08,1735,1582.71,2448,2224.31
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,32,32.49,2306,2338.87,651,659.49,1171,1186.28,7333,7408.23,1601,1612.98,2649,2661.75
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),1839,349.83,11031,2095.72,2233,423.69,3857,731.84,30570,5782.57,9647,1819.21,15008,2822.32
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,100,175.13,844,1468.78,219,378.73,283,489.41,1612,2769.14,742,1266.19,1368,2322.05
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,169,158.34,2712,2524.87,420,388.57,855,791.02,3649,3352.77,1334,1217.34,2519,2285.46
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,83,156.54,633,1188.27,210,392.37,664,1240.63,2350,4367.26,810,1497.28,1162,2138.25
05,05 - Estrie,0514,0514 - RLS de Coaticook,12,63.63,402,2126.93,189,997.84,168,886.96,793,4174.34,242,1270.14,465,2435.32
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,262,153.07,3635,2116.78,974,565.33,1999,1160.27,9093,5234.87,3324,1898.20,6018,3413.34
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,69,217.37,562,1765.85,172,539.03,292,915.10,1322,4128.15,435,1353.50,780,2418.68
05,05 - Estrie,0517,0517 - RLS d'Asbestos,44,305.41,541,3752.25,62,429.69,482,3340.49,678,4691.55,222,1533.78,329,2271.32
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,29,126.49,356,1547.86,126,546.12,408,1768.38,931,4020.73,402,1729.93,583,2502.68
05,05 - Estrie,0519,0519 - RLS du Granit,11,50.95,809,3743.98,745,3444.77,556,2570.86,1625,7504.56,206,950.18,538,2479.21
05,05 - Estrie,,Total (incluant inconnus),790,158.78,10496,2100.80,3120,621.89,5711,1138.33,22078,4373.27,7725,1520.73,13777,2698.16
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1457,645.11,7253,3223.66,2223,991.83,2066,921.78,11744,5227.22,2687,1193.11,4652,2059.97
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,2009,1347.99,5630,3798.00,1735,1176.79,1403,951.61,9031,6095.33,1878,1261.33,3548,2369.96
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1310,995.86,4685,3587.74,1199,924.99,1529,1179.57,6854,5246.40,1809,1373.98,2909,2192.59
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2627,1063.58,10623,4350.14,2744,1136.70,2476,1025.68,13626,5572.24,3014,1216.96,4901,1956.45
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1642,980.02,4224,2542.61,1227,744.95,1554,943.48,9226,5565.74,2146,1286.42,3500,2082.79
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1396,863.25,4379,2738.36,1197,757.06,1434,906.96,9911,6178.81,2172,1335.01,3240,1966.25
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1697,1045.84,8568,5300.13,2849,1769.00,1996,1239.36,8493,5218.26,1750,1064.09,3163,1905.48
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,3848,2230.76,9026,5261.01,1988,1165.09,2359,1382.52,10843,6330.57,1897,1103.36,4327,2506.30
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,909,785.90,3564,3106.23,835,733.68,1085,953.34,8310,7260.27,1526,1325.72,2362,2038.49
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2102,1515.61,8800,6378.48,2184,1591.40,2615,1905.45,8450,6128.76,1232,889.46,3190,2291.29
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3326,1591.59,10086,4830.54,2372,1137.00,3207,1537.24,13291,6347.39,2489,1184.30,5685,2695.47
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2318,1226.01,6334,3369.36,1766,944.84,2093,1119.80,11666,6217.22,2288,1214.62,5077,2682.38
06,06 - Montréal,,Total (incluant inconnus),25422,1228.21,84098,4088.86,22439,1097.98,23976,1173.18,123051,5980.39,25251,1218.98,47518,2278.54
07,07 - Outaouais,0711,0711 - RLS du Pontiac,n.d.,n.d.,80,396.58,283,1399.40,61,301.64,662,3266.15,149,733.48,354,1739.43
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,n.d.,n.d.,409,1976.90,102,492.47,41,197.95,898,4330.11,215,1035.40,487,2344.50
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,14,35.71,315,798.62,317,798.91,129,325.11,1965,4924.57,353,879.75,470,1165.30
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,315,119.48,3935,1485.78,3818,1435.10,1569,589.75,14034,5240.27,2499,927.01,4026,1483.96
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,22,38.10,685,1180.02,575,985.40,240,411.30,3244,5530.69,697,1182.22,1241,2097.45
07,07 - Outaouais,,Total (incluant inconnus),361,89.94,5457,1353.43,5120,1264.17,2052,506.65,20908,5132.38,3937,960.86,6607,1603.94
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,7,34.08,91,442.97,5,24.33,29,141.14,692,3366.33,423,2056.79,616,2995.45
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,n.d.,n.d.,257,1036.98,19,76.72,42,169.60,1023,4132.33,386,1559.72,732,2957.04
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,94,218.02,169,392.43,122,283.62,61,141.81,1412,3279.41,809,1877.12,1072,2483.26
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,6,13.75,196,448.78,93,212.82,100,228.84,2071,4734.53,735,1678.62,1082,2469.78
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,8,50.66,35,221.81,29,183.94,199,1262.21,732,4646.29,311,1975.48,487,3098.06
08,08 - Abitibi-Témiscamingue,,Total (incluant inconnus),122,82.49,750,507.29,270,182.69,432,292.30,5940,4017.15,2665,1801.39,3990,2695.64
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,0,0.00,11,337.01,n.d.,n.d.,n.d.,n.d.,217,6605.78,86,2610.02,107,3254.75
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,41.80,129,318.44,178,441.13,210,520.43,1921,4775.99,1125,2805.98,1708,4277.38
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,41,556.16,40,543.85,6,81.77,n.d.,n.d.,313,4275.08,124,1697.47,257,3529.25
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,36,130.73,54,196.47,20,72.90,37,134.87,1803,6580.17,604,2206.96,1213,4444.20
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,n.d.,n.d.,13,202.35,8,124.77,n.d.,n.d.,354,5530.39,355,5555.56,423,6640.50
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,0.00,6,130.32,n.d.,n.d.,n.d.,n.d.,364,7964.12,402,8829.34,354,7808.54
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,0.00,0,0.00,0,0.00,n.d.,n.d.,n.d.,n.d.,5,753.01,7,1050.26
09,09 - Côte-Nord,,Total (incluant inconnus),103,113.78,258,285.75,225,249.86,265,294.28,5081,5654.41,2727,3041.22,4195,4694.26
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,n.d.,n.d.,86,640.67,20,149.51,26,194.36,763,5719.43,341,2563.14,580,4372.74
10,10 - Nord-du-Québec,,Total (incluant inconnus),14,103.93,96,715.16,20,149.51,29,216.79,801,6004.27,342,2570.66,584,4402.90
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,123,379.14,631,1941.93,142,436.32,151,463.97,1087,3335.48,890,2727.30,1281,3924.57
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,n.d.,n.d.,30,281.44,103,969.23,10,94.10,532,5017.45,363,3431.33,621,5887.93
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,13,69.42,434,2316.03,50,266.65,14,74.66,474,2522.01,637,3381.46,762,4039.98
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,30,186.78,398,2484.94,77,482.12,97,607.35,815,5114.21,749,4710.40,737,4643.54
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,9,70.46,33,257.44,16,124.39,10,77.74,471,3650.03,539,4163.77,534,4120.05
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total (incluant inconnus),179,197.36,1532,1688.58,391,430.82,287,316.23,3393,3735.69,3188,3507.31,3955,4351.82
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,306,117.84,5870,2254.03,3664,1402.87,2052,785.67,15409,5876.90,5010,1903.40,6862,2597.66
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,32,74.36,1262,2931.44,467,1084.36,903,2096.73,4213,9767.01,1050,2430.39,1403,3244.16
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,32,43.66,3165,4317.40,2490,3395.75,2112,2880.25,6264,8528.31,1458,1981.73,2126,2884.45
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,8,48.29,422,2547.00,328,1979.36,407,2456.10,1214,7321.85,294,1772.15,425,2560.63
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,12,29.83,541,1347.31,509,1269.90,66,164.66,1973,4928.00,787,1967.94,1089,2725.67
12,12 - Chaudière-Appalaches,,Total (incluant inconnus),393,90.81,11349,2617.97,7480,1722.61,5567,1282.05,29629,6805.05,8650,1981.36,11996,2740.92
13,13 - Laval,1311,1311 - RLS de Laval,4815,1087.77,19904,4483.60,5298,1190.00,7120,1599.25,27812,6212.67,5323,1182.57,10693,2363.46
13,13 - Laval,,Total (incluant inconnus),4898,1106.52,19919,4486.98,5304,1191.35,7127,1600.82,27896,6231.43,5333,1184.79,10743,2374.52
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1224,542.08,6550,2882.12,806,352.38,1645,719.19,12314,5344.92,3006,1295.44,5837,2500.59
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2174,728.14,9958,3318.19,2074,687.59,3361,1114.26,22006,7255.51,4195,1375.56,7316,2387.37
14,14 - Lanaudière,,Total (incluant inconnus),3472,662.13,16552,3138.61,2885,543.97,5017,945.95,34402,6446.09,7206,1341.87,13184,2442.06
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,21,58.55,766,2132.93,127,353.16,264,734.13,2189,6077.43,709,1965.30,1576,4362.09
15,15 - Laurentides,1512,1512 - RLS des Laurentides,141,288.37,701,1423.77,208,419.56,612,1234.47,3161,6329.09,741,1472.81,1318,2605.34
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,179,394.45,635,1386.61,147,318.11,564,1220.52,2394,5135.96,632,1344.25,1295,2735.88
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,78,231.23,417,1228.78,185,541.90,278,814.32,1829,5325.69,374,1082.58,937,2700.95
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,551,440.65,2765,2198.60,688,543.96,1095,865.74,7677,6030.78,1749,1365.20,3189,2474.88
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,809,454.19,3688,2051.07,1111,612.13,2290,1261.72,12936,7058.36,2854,1542.32,5576,2985.90
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1004,610.13,4044,2447.05,1129,680.26,1448,872.47,12118,7265.55,2534,1511.85,4094,2431.56
15,15 - Laurentides,,Total (incluant inconnus),2848,450.92,13169,2071.54,3626,566.71,6598,1031.21,42854,6651.52,9663,1489.55,18201,2788.52
16,16 - Montérégie,1611,1611 - RLS de Champlain,1577,695.63,5571,2451.48,1618,710.27,2125,932.83,10041,4384.54,2594,1126.76,5192,2244.11
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,621,317.12,3925,1993.64,985,497.67,1523,769.49,9340,4693.01,2965,1481.65,5210,2589.84
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,1743,663.19,6516,2474.61,1730,655.78,1809,685.73,12182,4597.46,3233,1214.79,5793,2167.93
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,785,353.20,5947,2669.02,1180,528.25,1098,491.54,9647,4302.29,2958,1314.21,5214,2309.50
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,42,81.03,1097,2111.08,167,320.57,497,954.03,2560,4900.46,897,1712.32,1180,2248.93
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,546,338.07,3100,1906.03,1096,669.20,991,605.09,7907,4793.97,1693,1019.29,3281,1963.50
16,16 - Montérégie,1632,1632 - RLS du Suroît,476,781.48,1217,1985.14,329,533.22,520,842.77,3694,5946.22,1010,1614.81,2091,3324.43
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,88,357.88,478,1935.61,123,495.95,106,427.40,946,3794.70,210,838.06,605,2403.94
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,870,373.46,5357,2286.36,1635,693.83,1651,700.62,12234,5153.03,3500,1463.33,5893,2448.10
16,16 - Montérégie,,Total (incluant inconnus),6804,472.70,33323,2305.83,8889,612.64,10369,714.64,68993,4729.20,19172,1307.05,34702,2354.50
17,17 - Nunavik,1701,1701 - Nunavik,n.d.,n.d.,49,338.09,19,129.91,887,6064.96,1739,11791.43,377,2535.14,470,3138.88
17,17 - Nunavik,,Total (incluant inconnus),n.d.,n.d.,54,372.59,20,136.75,890,6085.47,1763,11954.16,379,2548.58,471,3145.56
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,5,27.25,100,540.39,7,37.51,27,144.67,1166,6196.52,894,4712.46,739,3865.87
18,18 - Terres-Cries-de-la-Baie-James,,Total (incluant inconnus),5,27.25,100,540.39,7,37.51,33,176.82,1180,6270.93,899,4738.81,742,3881.57

