Arrondissement ou ville liée,var,date,value
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-18,na
Westmount,per100k_total,2020-10-18,na
Territoire à confirmer,per100k_total,2020-10-18,na
Total à Montréal,per100k_total,2020-10-18,0.7
Ahuntsic–Cartierville,deaths_nb_total,2020-10-18,359.0
Anjou,deaths_nb_total,2020-10-18,52.0
Baie D'urfé,deaths_nb_total,2020-10-18,5.0
Beaconsfield,deaths_nb_total,2020-10-18,9.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_total,2020-10-18,264.0
Côte-Saint-Luc,deaths_nb_total,2020-10-18,66.0
Dollard-des-Ormeaux,deaths_nb_total,2020-10-18,85.0
Dorval,deaths_nb_total,2020-10-18,50.0
Hampstead,deaths_nb_total,2020-10-18,5.0
Kirkland,deaths_nb_total,2020-10-18,23.0
Lachine,deaths_nb_total,2020-10-18,101.0
LaSalle,deaths_nb_total,2020-10-18,184.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_total,2020-10-18,46.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_total,2020-10-18,378.0
Montréal Est,deaths_nb_total,2020-10-18,5.0
Montréal-Nord,deaths_nb_total,2020-10-18,248.0
Montréal-Ouest,deaths_nb_total,2020-10-18,5.0
Mont-Royal,deaths_nb_total,2020-10-18,78.0
Outremont,deaths_nb_total,2020-10-18,13.0
Pierrefonds–Roxboro,deaths_nb_total,2020-10-18,38.0
Plateau Mont-Royal,deaths_nb_total,2020-10-18,143.0
Pointe-Claire,deaths_nb_total,2020-10-18,40.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_total,2020-10-18,244.0
Rosemont–La Petite Patrie,deaths_nb_total,2020-10-18,241.0
Sainte-Anne-de-Bellevue,deaths_nb_total,2020-10-18,5.0
Saint-Laurent,deaths_nb_total,2020-10-18,121.0
Saint-Léonard,deaths_nb_total,2020-10-18,63.0
Senneville,deaths_nb_total,2020-10-18,0.0
Sud-Ouest,deaths_nb_total,2020-10-18,182.0
Verdun,deaths_nb_total,2020-10-18,159.0
Ville-Marie,deaths_nb_total,2020-10-18,90.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_total,2020-10-18,133.0
Westmount,deaths_nb_total,2020-10-18,37.0
Territoire à confirmer,deaths_nb_total,2020-10-18,44.0
Total à Montréal,deaths_nb_total,2020-10-18,3507.0
Ahuntsic–Cartierville,deaths_per100k_total,2020-10-18,267.4
Anjou,deaths_per100k_total,2020-10-18,121.5
Baie D'urfé,deaths_per100k_total,2020-10-18,na
Beaconsfield,deaths_per100k_total,2020-10-18,46.6
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_per100k_total,2020-10-18,158.5
Côte-Saint-Luc,deaths_per100k_total,2020-10-18,203.4
Dollard-des-Ormeaux,deaths_per100k_total,2020-10-18,173.8
Dorval,deaths_per100k_total,2020-10-18,263.4
Hampstead,deaths_per100k_total,2020-10-18,na
Kirkland,deaths_per100k_total,2020-10-18,114.1
Lachine,deaths_per100k_total,2020-10-18,227.0
LaSalle,deaths_per100k_total,2020-10-18,239.4
L'Île-Bizard–Sainte-Geneviève,deaths_per100k_total,2020-10-18,249.8
Mercier–Hochelaga-Maisonneuve,deaths_per100k_total,2020-10-18,277.9
Montréal Est,deaths_per100k_total,2020-10-18,na
Montréal-Nord,deaths_per100k_total,2020-10-18,294.4
Montréal-Ouest,deaths_per100k_total,2020-10-18,na
Mont-Royal,deaths_per100k_total,2020-10-18,384.7
Outremont,deaths_per100k_total,2020-10-18,54.3
Pierrefonds–Roxboro,deaths_per100k_total,2020-10-18,54.8
Plateau Mont-Royal,deaths_per100k_total,2020-10-18,137.5
Pointe-Claire,deaths_per100k_total,2020-10-18,127.5
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_per100k_total,2020-10-18,228.6
Rosemont–La Petite Patrie,deaths_per100k_total,2020-10-18,172.6
Sainte-Anne-de-Bellevue,deaths_per100k_total,2020-10-18,na
Saint-Laurent,deaths_per100k_total,2020-10-18,122.4
Saint-Léonard,deaths_per100k_total,2020-10-18,80.5
Senneville,deaths_per100k_total,2020-10-18,na
Sud-Ouest,deaths_per100k_total,2020-10-18,232.9
Verdun,deaths_per100k_total,2020-10-18,229.7
Ville-Marie,deaths_per100k_total,2020-10-18,100.9
Villeray–Saint-Michel–Parc-Extension,deaths_per100k_total,2020-10-18,92.5
Westmount,deaths_per100k_total,2020-10-18,182.2
Territoire à confirmer,deaths_per100k_total,2020-10-18,na
Total à Montréal,deaths_per100k_total,2020-10-18,169.8
Ahuntsic–Cartierville,nb_last24h,2020-10-19,na
Anjou,nb_last24h,2020-10-19,na
Baie D'urfé,nb_last24h,2020-10-19,na
Beaconsfield,nb_last24h,2020-10-19,na
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last24h,2020-10-19,na
Côte-Saint-Luc,nb_last24h,2020-10-19,na
Dollard-des-Ormeaux,nb_last24h,2020-10-19,na
Dorval,nb_last24h,2020-10-19,na
Hampstead,nb_last24h,2020-10-19,na
Kirkland,nb_last24h,2020-10-19,na
Lachine,nb_last24h,2020-10-19,na
LaSalle,nb_last24h,2020-10-19,na
L'Île-Bizard–Sainte-Geneviève,nb_last24h,2020-10-19,na
Mercier–Hochelaga-Maisonneuve,nb_last24h,2020-10-19,na
Montréal Est,nb_last24h,2020-10-19,na
Montréal-Nord,nb_last24h,2020-10-19,na
Montréal-Ouest,nb_last24h,2020-10-19,na
Mont-Royal,nb_last24h,2020-10-19,na
Outremont,nb_last24h,2020-10-19,na
Pierrefonds–Roxboro,nb_last24h,2020-10-19,na
Plateau Mont-Royal,nb_last24h,2020-10-19,na
Pointe-Claire,nb_last24h,2020-10-19,na
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last24h,2020-10-19,na
Rosemont–La Petite Patrie,nb_last24h,2020-10-19,na
Sainte-Anne-de-Bellevue,nb_last24h,2020-10-19,na
Saint-Laurent,nb_last24h,2020-10-19,na
Saint-Léonard,nb_last24h,2020-10-19,na
Senneville,nb_last24h,2020-10-19,na
Sud-Ouest,nb_last24h,2020-10-19,na
Verdun,nb_last24h,2020-10-19,na
Ville-Marie,nb_last24h,2020-10-19,na
Villeray–Saint-Michel–Parc-Extension,nb_last24h,2020-10-19,na
Westmount,nb_last24h,2020-10-19,na
Territoire à confirmer,nb_last24h,2020-10-19,na
Total à Montréal,nb_last24h,2020-10-19,316.0
Ahuntsic–Cartierville,nb_last14days,2020-10-19,215.0
Anjou,nb_last14days,2020-10-19,80.0
Baie D'urfé,nb_last14days,2020-10-19,5.0
Beaconsfield,nb_last14days,2020-10-19,13.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last14days,2020-10-19,426.0
Côte-Saint-Luc,nb_last14days,2020-10-19,118.0
Dollard-des-Ormeaux,nb_last14days,2020-10-19,77.0
Dorval,nb_last14days,2020-10-19,19.0
Hampstead,nb_last14days,2020-10-19,30.0
Kirkland,nb_last14days,2020-10-19,33.0
Lachine,nb_last14days,2020-10-19,56.0
LaSalle,nb_last14days,2020-10-19,112.0
L'Île-Bizard–Sainte-Geneviève,nb_last14days,2020-10-19,20.0
Mercier–Hochelaga-Maisonneuve,nb_last14days,2020-10-19,198.0
Montréal Est,nb_last14days,2020-10-19,5.0
Montréal-Nord,nb_last14days,2020-10-19,237.0
Montréal-Ouest,nb_last14days,2020-10-19,5.0
Mont-Royal,nb_last14days,2020-10-19,40.0
Outremont,nb_last14days,2020-10-19,47.0
Pierrefonds–Roxboro,nb_last14days,2020-10-19,102.0
Plateau Mont-Royal,nb_last14days,2020-10-19,129.0
Pointe-Claire,nb_last14days,2020-10-19,27.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last14days,2020-10-19,201.0
Rosemont–La Petite Patrie,nb_last14days,2020-10-19,208.0
Sainte-Anne-de-Bellevue,nb_last14days,2020-10-19,5.0
Saint-Laurent,nb_last14days,2020-10-19,279.0
Saint-Léonard,nb_last14days,2020-10-19,179.0
Senneville,nb_last14days,2020-10-19,5.0
Sud-Ouest,nb_last14days,2020-10-19,119.0
Verdun,nb_last14days,2020-10-19,82.0
Ville-Marie,nb_last14days,2020-10-19,171.0
Villeray–Saint-Michel–Parc-Extension,nb_last14days,2020-10-19,350.0
Westmount,nb_last14days,2020-10-19,16.0
Territoire à confirmer,nb_last14days,2020-10-19,105.0
Total à Montréal,nb_last14days,2020-10-19,3707.0
Ahuntsic–Cartierville,per100k_last14days,2020-10-19,160.2
Anjou,per100k_last14days,2020-10-19,186.9
Baie D'urfé,per100k_last14days,2020-10-19,na
Beaconsfield,per100k_last14days,2020-10-19,67.3
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_last14days,2020-10-19,255.8
Côte-Saint-Luc,per100k_last14days,2020-10-19,363.7
Dollard-des-Ormeaux,per100k_last14days,2020-10-19,157.5
Dorval,per100k_last14days,2020-10-19,100.1
Hampstead,per100k_last14days,2020-10-19,430.2
Kirkland,per100k_last14days,2020-10-19,163.8
Lachine,per100k_last14days,2020-10-19,125.9
LaSalle,per100k_last14days,2020-10-19,145.7
L'Île-Bizard–Sainte-Geneviève,per100k_last14days,2020-10-19,108.6
Mercier–Hochelaga-Maisonneuve,per100k_last14days,2020-10-19,145.6
Montréal Est,per100k_last14days,2020-10-19,na
Montréal-Nord,per100k_last14days,2020-10-19,281.4
Montréal-Ouest,per100k_last14days,2020-10-19,na
Mont-Royal,per100k_last14days,2020-10-19,197.3
Outremont,per100k_last14days,2020-10-19,196.2
Pierrefonds–Roxboro,per100k_last14days,2020-10-19,147.2
Plateau Mont-Royal,per100k_last14days,2020-10-19,124.0
Pointe-Claire,per100k_last14days,2020-10-19,86.0
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_last14days,2020-10-19,188.3
Rosemont–La Petite Patrie,per100k_last14days,2020-10-19,149.0
Sainte-Anne-de-Bellevue,per100k_last14days,2020-10-19,na
Saint-Laurent,per100k_last14days,2020-10-19,282.3
Saint-Léonard,per100k_last14days,2020-10-19,228.6
Senneville,per100k_last14days,2020-10-19,na
Sud-Ouest,per100k_last14days,2020-10-19,152.3
Verdun,per100k_last14days,2020-10-19,118.4
Ville-Marie,per100k_last14days,2020-10-19,191.8
Villeray–Saint-Michel–Parc-Extension,per100k_last14days,2020-10-19,243.3
Westmount,per100k_last14days,2020-10-19,78.8
Territoire à confirmer,per100k_last14days,2020-10-19,na
Total à Montréal,per100k_last14days,2020-10-19,179.5
Ahuntsic–Cartierville,nb_total,2020-10-19,3134.0
Anjou,nb_total,2020-10-19,939.0
Baie D'urfé,nb_total,2020-10-19,36.0
Beaconsfield,nb_total,2020-10-19,96.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_total,2020-10-19,3281.0
Côte-Saint-Luc,nb_total,2020-10-19,818.0
Dollard-des-Ormeaux,nb_total,2020-10-19,651.0
Dorval,nb_total,2020-10-19,298.0
Hampstead,nb_total,2020-10-19,118.0
Kirkland,nb_total,2020-10-19,184.0
Lachine,nb_total,2020-10-19,813.0
LaSalle,nb_total,2020-10-19,1609.0
L'Île-Bizard–Sainte-Geneviève,nb_total,2020-10-19,276.0
Mercier–Hochelaga-Maisonneuve,nb_total,2020-10-19,3138.0
Montréal Est,nb_total,2020-10-19,58.0
Montréal-Nord,nb_total,2020-10-19,3323.0
Montréal-Ouest,nb_total,2020-10-19,41.0
Mont-Royal,nb_total,2020-10-19,436.0
Outremont,nb_total,2020-10-19,541.0
Pierrefonds–Roxboro,nb_total,2020-10-19,806.0
Plateau Mont-Royal,nb_total,2020-10-19,1618.0
Pointe-Claire,nb_total,2020-10-19,277.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_total,2020-10-19,2816.0
Rosemont–La Petite Patrie,nb_total,2020-10-19,2351.0
Sainte-Anne-de-Bellevue,nb_total,2020-10-19,26.0
Saint-Laurent,nb_total,2020-10-19,1718.0
Saint-Léonard,nb_total,2020-10-19,1646.0
Senneville,nb_total,2020-10-19,5.0
Sud-Ouest,nb_total,2020-10-19,1401.0
Verdun,nb_total,2020-10-19,1249.0
Ville-Marie,nb_total,2020-10-19,1670.0
Villeray–Saint-Michel–Parc-Extension,nb_total,2020-10-19,3179.0
Westmount,nb_total,2020-10-19,258.0
Territoire à confirmer,nb_total,2020-10-19,904.0
Total à Montréal,nb_total,2020-10-19,39712.0
Ahuntsic–Cartierville,per100k_total,2020-10-19,2334.5
Anjou,per100k_total,2020-10-19,2194.1
Baie D'urfé,per100k_total,2020-10-19,941.7
Beaconsfield,per100k_total,2020-10-19,496.8
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-10-19,1970.3
Côte-Saint-Luc,per100k_total,2020-10-19,2521.0
Dollard-des-Ormeaux,per100k_total,2020-10-19,1331.3
Dorval,per100k_total,2020-10-19,1570.1
Hampstead,per100k_total,2020-10-19,1692.2
Kirkland,per100k_total,2020-10-19,913.1
Lachine,per100k_total,2020-10-19,1827.4
LaSalle,per100k_total,2020-10-19,2093.6
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-10-19,1498.9
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-10-19,2306.9
Montréal Est,per100k_total,2020-10-19,1506.5
Montréal-Nord,per100k_total,2020-10-19,3945.0
Montréal-Ouest,per100k_total,2020-10-19,811.9
Mont-Royal,per100k_total,2020-10-19,2150.3
Outremont,per100k_total,2020-10-19,2258.5
Pierrefonds–Roxboro,per100k_total,2020-10-19,1163.1
Plateau Mont-Royal,per100k_total,2020-10-19,1555.8
Pointe-Claire,per100k_total,2020-10-19,882.7
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-10-19,2638.1
Rosemont–La Petite Patrie,per100k_total,2020-10-19,1684.2
Sainte-Anne-de-Bellevue,per100k_total,2020-10-19,524.4
Saint-Laurent,per100k_total,2020-10-19,1738.4
Saint-Léonard,per100k_total,2020-10-19,2102.0
Senneville,per100k_total,2020-10-19,na
Sud-Ouest,per100k_total,2020-10-19,1792.7
Verdun,per100k_total,2020-10-19,1804.2
Ville-Marie,per100k_total,2020-10-19,1872.8
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-19,2209.9
Westmount,per100k_total,2020-10-19,1270.2
Territoire à confirmer,per100k_total,2020-10-19,na
Total à Montréal,per100k_total,2020-10-19,1922.5
Ahuntsic–Cartierville,deaths_nb_last14days,2020-10-19,0.0
Anjou,deaths_nb_last14days,2020-10-19,5.0
Baie D'urfé,deaths_nb_last14days,2020-10-19,0.0
Beaconsfield,deaths_nb_last14days,2020-10-19,0.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_last14days,2020-10-19,5.0
Côte-Saint-Luc,deaths_nb_last14days,2020-10-19,5.0
Dollard-des-Ormeaux,deaths_nb_last14days,2020-10-19,0.0
Dorval,deaths_nb_last14days,2020-10-19,0.0
Hampstead,deaths_nb_last14days,2020-10-19,0.0
Kirkland,deaths_nb_last14days,2020-10-19,0.0
Lachine,deaths_nb_last14days,2020-10-19,0.0
LaSalle,deaths_nb_last14days,2020-10-19,0.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_last14days,2020-10-19,0.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_last14days,2020-10-19,5.0
Montréal Est,deaths_nb_last14days,2020-10-19,0.0
Montréal-Nord,deaths_nb_last14days,2020-10-19,0.0
Montréal-Ouest,deaths_nb_last14days,2020-10-19,0.0
Mont-Royal,deaths_nb_last14days,2020-10-19,0.0
Outremont,deaths_nb_last14days,2020-10-19,5.0
Pierrefonds–Roxboro,deaths_nb_last14days,2020-10-19,0.0
Plateau Mont-Royal,deaths_nb_last14days,2020-10-19,5.0
Pointe-Claire,deaths_nb_last14days,2020-10-19,0.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_last14days,2020-10-19,5.0
Rosemont–La Petite Patrie,deaths_nb_last14days,2020-10-19,5.0
Sainte-Anne-de-Bellevue,deaths_nb_last14days,2020-10-19,0.0
Saint-Laurent,deaths_nb_last14days,2020-10-19,5.0
Saint-Léonard,deaths_nb_last14days,2020-10-19,0.0
Senneville,deaths_nb_last14days,2020-10-19,0.0
Sud-Ouest,deaths_nb_last14days,2020-10-19,0.0
Verdun,deaths_nb_last14days,2020-10-19,0.0
Ville-Marie,deaths_nb_last14days,2020-10-19,5.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_last14days,2020-10-19,0.0
Westmount,deaths_nb_last14days,2020-10-19,0.0
Territoire à confirmer,deaths_nb_last14days,2020-10-19,0.0
Total à Montréal,deaths_nb_last14days,2020-10-19,18.0
Ahuntsic–Cartierville,per100k_total,2020-10-19,na
Anjou,per100k_total,2020-10-19,na
Baie D'urfé,per100k_total,2020-10-19,na
Beaconsfield,per100k_total,2020-10-19,na
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-10-19,na
Côte-Saint-Luc,per100k_total,2020-10-19,na
Dollard-des-Ormeaux,per100k_total,2020-10-19,na
Dorval,per100k_total,2020-10-19,na
Hampstead,per100k_total,2020-10-19,na
Kirkland,per100k_total,2020-10-19,na
Lachine,per100k_total,2020-10-19,na
LaSalle,per100k_total,2020-10-19,na
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-10-19,na
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-10-19,na
Montréal Est,per100k_total,2020-10-19,na
Montréal-Nord,per100k_total,2020-10-19,na
Montréal-Ouest,per100k_total,2020-10-19,na
Mont-Royal,per100k_total,2020-10-19,na
Outremont,per100k_total,2020-10-19,na
Pierrefonds–Roxboro,per100k_total,2020-10-19,na
Plateau Mont-Royal,per100k_total,2020-10-19,na
Pointe-Claire,per100k_total,2020-10-19,na
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-10-19,na
Rosemont–La Petite Patrie,per100k_total,2020-10-19,na
Sainte-Anne-de-Bellevue,per100k_total,2020-10-19,na
Saint-Laurent,per100k_total,2020-10-19,na
Saint-Léonard,per100k_total,2020-10-19,na
Senneville,per100k_total,2020-10-19,na
Sud-Ouest,per100k_total,2020-10-19,na
Verdun,per100k_total,2020-10-19,na
Ville-Marie,per100k_total,2020-10-19,na
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-19,na
Westmount,per100k_total,2020-10-19,na
Territoire à confirmer,per100k_total,2020-10-19,na
Total à Montréal,per100k_total,2020-10-19,0.9
Ahuntsic–Cartierville,deaths_nb_total,2020-10-19,372.0
Anjou,deaths_nb_total,2020-10-19,48.0
Baie D'urfé,deaths_nb_total,2020-10-19,5.0
Beaconsfield,deaths_nb_total,2020-10-19,8.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_total,2020-10-19,274.0
Côte-Saint-Luc,deaths_nb_total,2020-10-19,63.0
Dollard-des-Ormeaux,deaths_nb_total,2020-10-19,87.0
Dorval,deaths_nb_total,2020-10-19,61.0
Hampstead,deaths_nb_total,2020-10-19,5.0
Kirkland,deaths_nb_total,2020-10-19,26.0
Lachine,deaths_nb_total,2020-10-19,108.0
LaSalle,deaths_nb_total,2020-10-19,183.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_total,2020-10-19,49.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_total,2020-10-19,387.0
Montréal Est,deaths_nb_total,2020-10-19,5.0
Montréal-Nord,deaths_nb_total,2020-10-19,252.0
Montréal-Ouest,deaths_nb_total,2020-10-19,5.0
Mont-Royal,deaths_nb_total,2020-10-19,90.0
Outremont,deaths_nb_total,2020-10-19,11.0
Pierrefonds–Roxboro,deaths_nb_total,2020-10-19,37.0
Plateau Mont-Royal,deaths_nb_total,2020-10-19,132.0
Pointe-Claire,deaths_nb_total,2020-10-19,33.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_total,2020-10-19,251.0
Rosemont–La Petite Patrie,deaths_nb_total,2020-10-19,242.0
Sainte-Anne-de-Bellevue,deaths_nb_total,2020-10-19,5.0
Saint-Laurent,deaths_nb_total,2020-10-19,103.0
Saint-Léonard,deaths_nb_total,2020-10-19,52.0
Senneville,deaths_nb_total,2020-10-19,0.0
Sud-Ouest,deaths_nb_total,2020-10-19,183.0
Verdun,deaths_nb_total,2020-10-19,165.0
Ville-Marie,deaths_nb_total,2020-10-19,83.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_total,2020-10-19,129.0
Westmount,deaths_nb_total,2020-10-19,36.0
Territoire à confirmer,deaths_nb_total,2020-10-19,37.0
Total à Montréal,deaths_nb_total,2020-10-19,3516.0
Ahuntsic–Cartierville,deaths_per100k_total,2020-10-19,277.1
Anjou,deaths_per100k_total,2020-10-19,112.2
Baie D'urfé,deaths_per100k_total,2020-10-19,na
Beaconsfield,deaths_per100k_total,2020-10-19,na
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_per100k_total,2020-10-19,164.5
Côte-Saint-Luc,deaths_per100k_total,2020-10-19,194.2
Dollard-des-Ormeaux,deaths_per100k_total,2020-10-19,177.9
Dorval,deaths_per100k_total,2020-10-19,321.4
Hampstead,deaths_per100k_total,2020-10-19,na
Kirkland,deaths_per100k_total,2020-10-19,129.0
Lachine,deaths_per100k_total,2020-10-19,242.8
LaSalle,deaths_per100k_total,2020-10-19,238.1
L'Île-Bizard–Sainte-Geneviève,deaths_per100k_total,2020-10-19,266.1
Mercier–Hochelaga-Maisonneuve,deaths_per100k_total,2020-10-19,284.5
Montréal Est,deaths_per100k_total,2020-10-19,na
Montréal-Nord,deaths_per100k_total,2020-10-19,299.2
Montréal-Ouest,deaths_per100k_total,2020-10-19,na
Mont-Royal,deaths_per100k_total,2020-10-19,443.9
Outremont,deaths_per100k_total,2020-10-19,45.9
Pierrefonds–Roxboro,deaths_per100k_total,2020-10-19,53.4
Plateau Mont-Royal,deaths_per100k_total,2020-10-19,126.9
Pointe-Claire,deaths_per100k_total,2020-10-19,105.2
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_per100k_total,2020-10-19,235.1
Rosemont–La Petite Patrie,deaths_per100k_total,2020-10-19,173.4
Sainte-Anne-de-Bellevue,deaths_per100k_total,2020-10-19,na
Saint-Laurent,deaths_per100k_total,2020-10-19,104.2
Saint-Léonard,deaths_per100k_total,2020-10-19,66.4
Senneville,deaths_per100k_total,2020-10-19,na
Sud-Ouest,deaths_per100k_total,2020-10-19,234.2
Verdun,deaths_per100k_total,2020-10-19,238.3
Ville-Marie,deaths_per100k_total,2020-10-19,93.1
Villeray–Saint-Michel–Parc-Extension,deaths_per100k_total,2020-10-19,89.7
Westmount,deaths_per100k_total,2020-10-19,177.2
Territoire à confirmer,deaths_per100k_total,2020-10-19,na
Total à Montréal,deaths_per100k_total,2020-10-19,170.2
Ahuntsic–Cartierville,nb_last24h,2020-10-20,na
Anjou,nb_last24h,2020-10-20,na
Baie D'urfé,nb_last24h,2020-10-20,na
Beaconsfield,nb_last24h,2020-10-20,na
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last24h,2020-10-20,na
Côte-Saint-Luc,nb_last24h,2020-10-20,na
Dollard-des-Ormeaux,nb_last24h,2020-10-20,na
Dorval,nb_last24h,2020-10-20,na
Hampstead,nb_last24h,2020-10-20,na
Kirkland,nb_last24h,2020-10-20,na
Lachine,nb_last24h,2020-10-20,na
LaSalle,nb_last24h,2020-10-20,na
L'Île-Bizard–Sainte-Geneviève,nb_last24h,2020-10-20,na
Mercier–Hochelaga-Maisonneuve,nb_last24h,2020-10-20,na
Montréal Est,nb_last24h,2020-10-20,na
Montréal-Nord,nb_last24h,2020-10-20,na
Montréal-Ouest,nb_last24h,2020-10-20,na
Mont-Royal,nb_last24h,2020-10-20,na
Outremont,nb_last24h,2020-10-20,na
Pierrefonds–Roxboro,nb_last24h,2020-10-20,na
Plateau Mont-Royal,nb_last24h,2020-10-20,na
Pointe-Claire,nb_last24h,2020-10-20,na
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last24h,2020-10-20,na
Rosemont–La Petite Patrie,nb_last24h,2020-10-20,na
Sainte-Anne-de-Bellevue,nb_last24h,2020-10-20,na
Saint-Laurent,nb_last24h,2020-10-20,na
Saint-Léonard,nb_last24h,2020-10-20,na
Senneville,nb_last24h,2020-10-20,na
Sud-Ouest,nb_last24h,2020-10-20,na
Verdun,nb_last24h,2020-10-20,na
Ville-Marie,nb_last24h,2020-10-20,na
Villeray–Saint-Michel–Parc-Extension,nb_last24h,2020-10-20,na
Westmount,nb_last24h,2020-10-20,na
Territoire à confirmer,nb_last24h,2020-10-20,na
Total à Montréal,nb_last24h,2020-10-20,223.0
Ahuntsic–Cartierville,nb_last14days,2020-10-20,222.0
Anjou,nb_last14days,2020-10-20,81.0
Baie D'urfé,nb_last14days,2020-10-20,5.0
Beaconsfield,nb_last14days,2020-10-20,14.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last14days,2020-10-20,418.0
Côte-Saint-Luc,nb_last14days,2020-10-20,112.0
Dollard-des-Ormeaux,nb_last14days,2020-10-20,80.0
Dorval,nb_last14days,2020-10-20,18.0
Hampstead,nb_last14days,2020-10-20,27.0
Kirkland,nb_last14days,2020-10-20,25.0
Lachine,nb_last14days,2020-10-20,53.0
LaSalle,nb_last14days,2020-10-20,105.0
L'Île-Bizard–Sainte-Geneviève,nb_last14days,2020-10-20,21.0
Mercier–Hochelaga-Maisonneuve,nb_last14days,2020-10-20,192.0
Montréal Est,nb_last14days,2020-10-20,5.0
Montréal-Nord,nb_last14days,2020-10-20,240.0
Montréal-Ouest,nb_last14days,2020-10-20,5.0
Mont-Royal,nb_last14days,2020-10-20,43.0
Outremont,nb_last14days,2020-10-20,41.0
Pierrefonds–Roxboro,nb_last14days,2020-10-20,99.0
Plateau Mont-Royal,nb_last14days,2020-10-20,125.0
Pointe-Claire,nb_last14days,2020-10-20,26.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last14days,2020-10-20,211.0
Rosemont–La Petite Patrie,nb_last14days,2020-10-20,214.0
Sainte-Anne-de-Bellevue,nb_last14days,2020-10-20,5.0
Saint-Laurent,nb_last14days,2020-10-20,276.0
Saint-Léonard,nb_last14days,2020-10-20,194.0
Senneville,nb_last14days,2020-10-20,5.0
Sud-Ouest,nb_last14days,2020-10-20,111.0
Verdun,nb_last14days,2020-10-20,79.0
Ville-Marie,nb_last14days,2020-10-20,166.0
Villeray–Saint-Michel–Parc-Extension,nb_last14days,2020-10-20,348.0
Westmount,nb_last14days,2020-10-20,16.0
Territoire à confirmer,nb_last14days,2020-10-20,105.0
Total à Montréal,nb_last14days,2020-10-20,3679.0
Ahuntsic–Cartierville,per100k_last14days,2020-10-20,165.4
Anjou,per100k_last14days,2020-10-20,189.3
Baie D'urfé,per100k_last14days,2020-10-20,na
Beaconsfield,per100k_last14days,2020-10-20,72.4
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_last14days,2020-10-20,251.0
Côte-Saint-Luc,per100k_last14days,2020-10-20,345.2
Dollard-des-Ormeaux,per100k_last14days,2020-10-20,163.6
Dorval,per100k_last14days,2020-10-20,94.8
Hampstead,per100k_last14days,2020-10-20,387.2
Kirkland,per100k_last14days,2020-10-20,124.1
Lachine,per100k_last14days,2020-10-20,119.1
LaSalle,per100k_last14days,2020-10-20,136.6
L'Île-Bizard–Sainte-Geneviève,per100k_last14days,2020-10-20,114.0
Mercier–Hochelaga-Maisonneuve,per100k_last14days,2020-10-20,141.2
Montréal Est,per100k_last14days,2020-10-20,na
Montréal-Nord,per100k_last14days,2020-10-20,284.9
Montréal-Ouest,per100k_last14days,2020-10-20,na
Mont-Royal,per100k_last14days,2020-10-20,212.1
Outremont,per100k_last14days,2020-10-20,171.2
Pierrefonds–Roxboro,per100k_last14days,2020-10-20,142.9
