,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Anjou,Anjou,Anjou,Anjou,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Beaconsfield,Beaconsfield,Beaconsfield,Beaconsfield,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dorval,Dorval,Dorval,Dorval,Hampstead,Hampstead,Hampstead,Hampstead,Kirkland,Kirkland,Kirkland,Kirkland,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,LaSalle,LaSalle,LaSalle,LaSalle,Lachine,Lachine,Lachine,Lachine,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mont-Royal,Mont-Royal,Mont-Royal,Mont-Royal,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Outremont,Outremont,Outremont,Outremont,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Pointe-Claire,Pointe-Claire,Pointe-Claire,Pointe-Claire,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Léonard,Saint-Léonard,Saint-Léonard,Saint-Léonard,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Senneville,Senneville,Senneville,Senneville,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Verdun,Verdun,Verdun,Verdun,Ville-Marie,Ville-Marie,Ville-Marie,Ville-Marie,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Westmount,Westmount,Westmount,Westmount
2020-10-22,151,112.48091176580134,3146,16,31,72.43667632489017,964,6,2,52.3149359142035,36,0,8,41.3992962119644,99,0,62,191.0749506903353,843,8,254,152.5342301225078,3367,37,61,124.7469273400274,677,6,61,321.390937829294,300,0,8,114.72823748745161,117,0,16,79.40052602848495,189,2,14,76.03323738662901,279,1,119,154.84106020584753,1624,7,19,42.7071860459889,826,4,190,139.681232723637,3184,18,99,488.2619846123495,447,1,-1,-25.974025974025974,60,0,172,204.19308117862147,3369,16,0,0.0,41,0,8,33.39734491107957,545,1,50,72.15319566503601,834,7,46,44.23076923076923,1628,4,-1,-3.1867431485022304,275,1,136,127.40882306099698,2858,7,145,103.8756357905294,2386,16,143,144.69583518840815,1774,17,88,112.38107400549134,1711,14,-1,-20.169423154497782,25,0,0,0.0,5,0,57,72.9357269900577,1420,6,65,93.89128833292406,1270,10,80,89.7162722888864,1703,14,205,142.50658658491653,3268,22,14,68.92477353288696,263,1
2020-10-25,164,122.16469887146636,3177,31,56,130.85335078044676,992,28,1,26.15746795710175,36,0,10,51.749120264955494,102,3,69,212.64792899408283,862,19,239,143.52630314676915,3402,35,70,143.15221170167078,689,12,66,347.7344573234984,305,5,3,43.02308905779435,117,0,20,99.25065753560618,195,6,14,76.03323738662901,280,1,128,166.55172862477716,1642,18,43,96.65310526197487,852,26,213,156.59001352702464,3232,48,100,493.19392385085814,450,3,0,0.0,61,1,203,240.99532255383812,3418,49,-1,-19.801980198019802,41,0,11,45.92134925273441,548,3,81,116.88817697735833,873,39,48,46.15384615384615,1640,12,-4,-12.746972594008922,279,4,151,141.46126678095987,2886,28,176,126.0835303388495,2429,43,163,164.93301493503864,1823,49,117,149.41574612093734,1752,41,-2,-40.338846308995564,24,-1,0,0.0,5,0,62,79.33359777865927,1435,15,70,101.11369512776439,1279,9,106,118.87406078277448,1741,38,229,159.1902845265653,3319,51,13,64.00157542339504,263,0
2020-10-26,170,126.63413907408098,3200,23,50,116.83334891111319,994,2,1,26.15746795710175,36,0,8,41.3992962119644,103,1,81,249.6301775147929,877,15,294,176.55536872447755,3486,84,65,132.92705372298002,689,0,66,347.7344573234984,307,2,1,14.341029685931451,117,0,21,104.2131904123865,197,2,13,70.60229185901265,280,0,131,170.45528476442038,1654,12,36,80.91887882397896,853,1,212,155.85484914426866,3244,12,102,503.0578023278753,457,7,0,0.0,62,1,205,243.3696607070779,3434,16,-1,-19.801980198019802,42,1,15,62.62002170827419,554,6,80,115.4451130640576,880,7,41,39.42307692307692,1648,8,-4,-12.746972594008922,281,2,132,123.66150473567355,2892,6,186,133.24736728992048,2453,24,156,157.850002023718,1835,12,119,151.96986143924397,1764,12,-2,-40.338846308995564,24,0,0,0.0,5,0,62,79.33359777865927,1442,7,69,99.66921376879633,1284,5,111,124.48132780082987,1755,14,242,168.22728757829174,3355,36,17,83.69436786136275,267,4
2020-10-27,160,119.18507206972328,3219,19,41,95.80334610711282,1000,6,1,26.15746795710175,36,0,6,31.0494721589733,104,1,76,234.22090729783037,891,14,257,154.33581551765553,3507,21,57,116.5668009570748,701,12,64,337.1970495258167,310,3,-3,-43.02308905779435,117,0,12,59.5503945213637,199,2,9,48.87850974854722,280,0,112,145.73276254668002,1666,12,29,65.18465238598304,860,7,179,131.59442451332117,3252,8,92,453.7384099427895,457,0,1,25.974025974025974,63,1,164,194.6957285656623,3440,6,-1,-19.801980198019802,42,0,14,58.44535359438924,559,5,81,116.88817697735833,900,20,36,34.61538461538461,1656,8,-7,-22.307202039515616,282,1,97,90.87246938909342,2896,4,151,108.173937961172,2468,15,115,116.36378354312542,1858,23,98,125.15165059702444,1771,7,-2,-40.338846308995564,25,1,0,0.0,5,0,45,57.580837097413976,1452,10,50,72.22406794840313,1293,9,88,98.68789951777504,1764,9,179,124.43258048146372,3371,16,18,88.61756597085467,270,3
2020-10-28,97,72.25594994226974,3231,12,63,147.2100196280026,1002,2,1,26.15746795710175,37,1,11,56.92403229145105,107,3,87,268.1213017751479,905,14,258,154.93634398270478,3539,32,61,124.7469273400274,712,11,11,57.95574288724974,309,-1,-1,-14.341029685931451,117,0,18,89.32559178204555,202,3,4,21.723782110465432,280,0,66,85.87823507215073,1675,9,51,114.63507833397018,864,4,130,95.57136975827795,3268,16,22,108.5026632471888,458,1,7,181.8181818181818,65,2,124,147.20896550086664,3447,7,2,39.603960396039604,43,1,18,75.14402604992904,559,0,100,144.30639133007202,906,6,43,41.34615384615385,1661,5,5,15.933715742511152,282,0,95,88.99881022643171,2911,15,131,93.84626405903002,2482,14,162,163.92115594770712,1880,22,135,172.40278398569694,1781,10,-1,-20.169423154497782,25,0,2,217.15526601520088,7,2,63,80.61317193637957,1464,12,51,73.6685493073712,1300,7,102,114.38824716833015,1772,8,220,152.93389779844702,3399,28,14,68.92477353288696,272,2
2020-10-29,102,75.98048344444858,3247,16,59,137.86335171511357,1009,7,1,26.15746795710175,37,0,9,46.574208238459946,108,1,87,268.1213017751479,916,11,275,165.1453278885419,3563,24,54,110.43170616986033,719,7,9,47.41833508956797,309,0,0,0.0,117,0,16,79.40052602848495,202,0,3,16.292836582849073,281,1,66,85.87823507215073,1682,7,54,121.37831823596844,870,6,123,90.42521907898606,3278,10,19,93.70684553166305,462,4,7,181.8181818181818,66,1,135,160.26782534368544,3466,19,2,39.603960396039604,43,0,18,75.14402604992904,560,1,91,131.31881611036553,911,5,54,51.92307692307692,1666,5,13,41.427660930528994,285,3,95,88.99881022643171,2935,24,163,116.7705423024572,2509,27,156,157.850002023718,1893,13,128,163.46338037162377,1799,18,0,0.0,24,-1,2,217.15526601520088,7,0,67,85.73146856726082,1476,12,51,73.6685493073712,1301,1,114,127.84568801166311,1790,18,225,156.40966820295716,3430,31,11,54.15517920441118,271,-1
2020-11-01,147,109.50128496405826,3277,30,70,163.56668847555846,1028,19,1,26.15746795710175,37,0,11,56.92403229145105,110,2,118,363.65877712031556,953,37,318,190.96805188565938,3648,85,65,132.92705372298002,736,17,13,68.4931506849315,313,4,0,0.0,117,0,18,89.32559178204555,205,3,6,32.58567316569815,284,3,118,153.53987482596645,1735,53,73,164.08550428195733,895,25,155,113.95047932717755,3321,43,22,108.5026632471888,468,6,6,155.84415584415584,66,0,144,170.95234703326446,3497,31,3,59.4059405940594,44,1,18,75.14402604992904,562,2,110,158.7370304630792,937,26,48,46.15384615384615,1672,6,19,60.548119821542386,293,8,115,107.73540185304891,2966,31,188,134.6801346801347,2558,49,177,179.09904075768,1934,41,136,173.67984164485028,1833,34,-1,-20.169423154497782,24,0,2,217.15526601520088,7,0,80,102.36593261762485,1494,18,52,75.11303066633926,1312,11,135,151.39620948749578,1824,34,259,180.04490695362628,3505,75,10,49.23198109491926,272,1
2020-11-02,136,101.30731125926478,3282,5,65,151.88335358444715,1029,1,1,26.15746795710175,37,0,15,77.62368039743325,114,4,117,360.5769230769231,960,7,310,186.16382416526542,3677,29,64,130.88202212724187,741,5,13,68.4931506849315,313,0,3,43.02308905779435,120,3,17,84.36305890526525,206,1,6,32.58567316569815,285,1,132,171.75647014430146,1756,21,76,170.8287441839556,902,7,145,106.5988354996177,3329,8,23,113.43460248569737,470,2,6,155.84415584415584,66,0,132,156.70631811382577,3501,4,4,79.20792079207921,45,1,19,79.31869416381397,564,2,111,160.18009437637994,945,8,49,47.11538461538461,1677,5,19,60.548119821542386,294,1,119,111.48272017837235,2977,11,183,131.0982162045992,2569,11,178,180.11089974501155,1952,18,131,167.2945533490837,1842,9,-1,-20.169423154497782,24,0,2,217.15526601520088,7,0,75,95.9680618290233,1495,1,48,69.335105230467,1318,6,124,139.0602220477739,1827,3,260,180.7400610345283,3528,23,12,59.07837731390311,275,3
2020-11-03,118,87.89899065142092,3295,13,41,95.80334610711282,1033,4,1,26.15746795710175,37,0,17,87.97350445042434,119,5,109,335.922090729783,971,11,296,177.75642565457602,3698,21,55,112.47673776559849,744,3,9,47.41833508956797,314,1,3,43.02308905779435,120,0,12,59.5503945213637,207,1,6,32.58567316569815,286,1,129,167.85291400465823,1771,15,61,137.11254467396435,913,11,106,77.92742457213433,3338,9,18,88.77490629315447,468,-2,4,103.8961038961039,65,-1,92,109.21955504903009,3510,9,5,99.00990099009901,46,1,17,70.96935793604409,565,1,81,116.88817697735833,954,9,43,41.34615384615385,1683,6,15,47.80114722753346,294,0,102,95.55661729574773,2988,11,155,111.03947274160039,2584,15,143,144.69583518840815,1966,14,97,123.87459293787114,1849,7,0,0.0,24,0,2,217.15526601520088,7,0,67,85.73146856726082,1502,7,38,54.89029164078637,1317,-1,94,105.4166199394415,1835,8,227,157.79997636476125,3546,18,12,59.07837731390311,275,0
2020-11-04,109,81.19483034749898,3309,14,46,107.48668099822413,1040,7,1,26.15746795710175,37,0,17,87.97350445042434,120,1,105,323.594674556213,982,11,231,138.72207542637523,3717,19,64,130.88202212724187,753,9,9,47.41833508956797,316,2,3,43.02308905779435,120,0,13,64.51292739814402,210,3,5,27.154727638081788,285,-1,128,166.55172862477716,1782,11,71,159.5900110139585,924,11,111,81.60324648591424,3355,17,14,69.04714933912014,471,3,4,103.8961038961039,66,1,89,105.6580478191704,3523,13,4,79.20792079207921,46,0,13,54.270685480504305,567,2,81,116.88817697735833,961,7,39,37.5,1687,4,15,47.80114722753346,296,2,114,106.79857227171806,3006,18,149,106.7411705709578,2602,18,145,146.7195531630712,1980,14,99,126.42870825617777,1863,14,0,0.0,24,0,2,217.15526601520088,7,0,74,94.688487671303,1516,14,44,63.55717979459475,1328,11,87,97.56644611416395,1842,7,211,146.67751107032876,3566,20,10,49.23198109491926,277,2
2020-11-05,110,81.93973704793474,3329,20,49,114.49668193289092,1049,9,1,26.15746795710175,37,0,18,93.14841647691989,122,2,102,314.3491124260355,993,11,225,135.11890463607975,3732,15,62,126.79195893576555,763,10,10,52.68703898840885,320,4,3,43.02308905779435,120,0,14,69.47546027492432,213,3,5,27.154727638081788,285,0,139,180.86476780346896,1805,23,76,170.8287441839556,936,12,117,86.01423278245015,3369,14,16,78.9110278161373,473,2,4,103.8961038961039,67,1,102,121.091245815229,3542,19,5,99.00990099009901,47,1,9,37.57201302496452,568,1,67,96.68528219114825,967,6,39,37.5,1695,8,18,57.361376673040155,300,4,128,119.9141864103501,3024,18,160,114.6213912171359,2628,26,133,134.5772453150929,1991,11,108,137.92222718855757,1879,16,0,0.0,25,1,2,217.15526601520088,7,0,72,92.12933935586237,1524,8,40,57.7792543587225,1333,5,85,95.3235393069418,1849,7,217,150.84843555574093,3588,22,11,54.15517920441118,281,4
2020-11-08,152,113.2258184662371,3383,54,59,137.86335171511357,1061,12,0,0.0,37,0,15,77.62368039743325,122,0,112,345.1676528599605,1017,24,256,153.7352870526063,3795,63,76,155.42240127609972,788,25,11,57.95574288724974,320,0,7,100.38720780152016,124,4,18,89.32559178204555,220,7,7,38.016618693314506,287,2,197,256.33351983657116,1872,67,100,224.77466339994155,964,28,158,116.15597247544552,3426,57,24,118.36654172420597,482,9,5,129.87012987012986,70,3,150,178.07536149298383,3597,55,5,99.00990099009901,48,1,14,58.44535359438924,573,5,78,112.55898523745617,984,17,61,58.65384615384616,1722,27,22,70.10834926704908,304,4,175,163.9451767329005,3086,62,215,154.02249444802638,2697,69,186,188.20577164366372,2066,75,130,166.0174956899304,1911,32,0,0.0,25,0,1,108.57763300760044,8,1,93,119.0003966679889,1557,33,53,76.55751202530732,1353,20,104,116.63115397555232,1876,27,267,185.60613960084254,3666,78,11,54.15517920441118,283,2
2020-11-09,156,116.2054452679802,3403,20,61,142.53668567155808,1070,9,2,52.3149359142035,39,2,14,72.4487683709377,122,0,111,342.08579881656806,1027,10,242,145.32788854191688,3805,10,73,149.28730648888526,792,4,12,63.22444678609062,321,1,7,100.38720780152016,124,0,19,94.28812465882586,221,1,6,32.58567316569815,287,0,204,265.44181749573863,1886,14,106,238.26114320393805,976,12,169,124.24278068576135,3447,21,22,108.5026632471888,484,2,4,103.8961038961039,70,0,144,170.95234703326446,3610,13,6,118.8118811881188,49,1,15,62.62002170827419,575,2,84,121.21736871726048,995,11,64,61.53846153846154,1730,8,19,60.548119821542386,304,0,159,148.95590343160674,3094,8,196,140.41120424099148,2705,8,192,194.2769255676529,2085,19,140,178.7880722814635,1939,28,1,20.169423154497782,25,0,1,108.57763300760044,8,0,86,110.04337756394672,1562,5,57,82.33543746117957,1358,5,90,100.93080632499719,1880,4,268,186.30129368174454,3698,32,12,59.07837731390311,283,0
2020-11-10,146,108.75637826362248,3423,20,49,114.49668193289092,1077,7,4,104.629871828407,41,2,15,77.62368039743325,125,3,83,255.79388560157793,1036,9,192,115.30146528945473,3840,35,70,143.15221170167078,806,14,9,47.41833508956797,322,1,6,86.0461781155887,123,-1,18,89.32559178204555,223,2,5,27.154727638081788,289,2,173,225.10507071942538,1908,22,88,197.80170379194857,983,7,160,117.62630124095747,3481,34,22,108.5026632471888,490,6,6,155.84415584415584,72,2,135,160.26782534368544,3632,22,5,99.00990099009901,49,0,20,83.49336227769892,582,7,64,92.35609045124609,1001,6,64,61.53846153846154,1736,6,14,44.61440407903123,307,3,147,137.71394845563643,3113,19,160,114.6213912171359,2718,13,170,172.01602784635935,2104,19,116,148.13868846178406,1949,10,2,40.338846308995564,26,1,1,108.57763300760044,8,0,76,97.2476359867436,1570,8,50,72.22406794840313,1362,4,66,74.01592463833127,1890,10,214,148.76297331303485,3719,21,13,64.00157542339504,285,2
2020-11-11,169,125.88923237364521,3451,28,50,116.83334891111319,1079,2,5,130.78733978550875,42,1,11,56.92403229145105,125,0,94,289.6942800788955,1054,18,185,111.09776603411001,3862,22,75,153.37736968036157,816,10,9,47.41833508956797,322,0,4,57.364118743725804,124,1,17,84.36305890526525,223,0,6,32.58567316569815,291,2,187,243.3216660377604,1943,35,86,193.30621052394974,988,5,163,119.83179438922542,3492,11,23,113.43460248569737,493,3,8,207.7922077922078,74,2,154,182.82403779946338,3655,23,5,99.00990099009901,50,1,19,79.31869416381397,583,1,60,86.58383479804321,1005,4,70,67.3076923076923,1747,11,17,54.174633524537924,311,4,159,148.95590343160674,3136,23,170,121.78522816820688,2739,21,169,171.00416885902783,2121,17,121,154.5239767575506,1963,14,2,40.338846308995564,26,0,1,108.57763300760044,8,0,87,111.32295172166702,1582,12,52,75.11303066633926,1370,8,76,85.23045867444208,1903,13,216,150.1532814748389,3744,25,11,54.15517920441118,286,1
2020-11-12,178,132.59339267756712,3473,22,47,109.8233479764464,1080,1,5,130.78733978550875,42,0,6,31.0494721589733,125,0,97,298.939842209073,1068,14,193,115.90199375450398,3891,29,81,165.64755925479048,825,9,7,36.880927291886195,321,-1,7,100.38720780152016,127,3,18,89.32559178204555,225,2,5,27.154727638081788,291,0,190,247.2252221774036,1961,18,93,209.04043696194566,1006,18,163,119.83179438922542,3501,9,33,162.7539948707832,501,8,8,207.7922077922078,73,-1,166,197.07006671890213,3676,21,7,138.6138613861386,53,3,21,87.66803039158387,586,3,58,83.69770697144176,1012,7,83,79.8076923076923,1766,19,17,54.174633524537924,311,0,173,162.0715175702388,3161,25,170,121.78522816820688,2754,15,174,176.06346379568544,2140,19,128,163.46338037162377,1977,14,2,40.338846308995564,26,0,1,108.57763300760044,8,0,90,115.16167419482795,1592,10,59,85.22440017911569,1376,6,76,85.23045867444208,1911,8,230,159.88543860746734,3776,32,11,54.15517920441118,286,0
2020-11-15,236,175.79798130284183,3545,72,67,156.5566875408917,1107,27,5,130.78733978550875,42,0,6,31.0494721589733,126,1,121,372.9043392504931,1103,35,252,151.33317319240933,3969,78,88,179.96278042495757,841,16,7,36.880927291886195,323,2,12,172.0923562311774,132,5,16,79.40052602848495,226,1,10,54.309455276163575,295,4,235,305.7785642720518,2017,56,113,253.99536964193393,1037,31,218,160.26583544080458,3573,72,43,212.073387255869,514,13,10,259.7402597402597,76,3,194,230.31080086425908,3717,41,10,198.01980198019803,56,3,32,133.58937964431829,599,13,69,99.57141001774968,1030,18,113,108.65384615384615,1800,34,25,79.66857871255577,321,10,211,197.67104166081148,3217,56,216,154.73887814313346,2818,64,223,225.6445541749302,2203,63,150,191.55864887299663,2013,36,3,60.50826946349334,27,1,1,108.57763300760044,8,0,120,153.5488989264373,1636,44,72,104.00265784570051,1400,24,92,103.17371313221936,1934,23,279,193.9479885716669,3845,69,14,68.92477353288696,291,5
2020-11-16,232,172.81835450109875,3561,16,59,137.86335171511357,1108,1,6,156.94480774261052,43,1,4,20.6996481059822,126,0,121,372.9043392504931,1114,11,258,154.93634398270478,3990,21,87,177.91774882921942,850,9,4,21.074815595363543,324,1,14,200.77441560304032,134,2,14,69.47546027492432,227,1,10,54.309455276163575,295,0,238,309.68212041169505,2043,26,118,265.23410281193105,1054,17,222,163.20649297182848,3591,18,43,212.073387255869,516,2,11,285.7142857142857,78,2,192,227.93646271101932,3734,17,9,178.21782178217822,56,0,29,121.06537530266344,597,-2,74,106.7867295842533,1041,11,110,105.76923076923076,1805,5,20,63.73486297004461,320,-1,210,196.73421207948064,3234,17,209,149.72419227738376,2837,19,232,234.75128506091392,2223,20,144,183.89630291807674,2023,10,2,40.338846308995564,27,0,1,108.57763300760044,8,0,122,156.1080472418779,1646,10,71,102.55817648673245,1404,4,96,107.65952674666369,1945,11,268,186.30129368174454,3856,11,9,44.308782985427335,290,-1
2020-11-17,193,143.7669931841037,3576,15,55,128.5166838022245,1116,8,6,156.94480774261052,43,0,4,20.6996481059822,126,0,108,332.84023668639054,1125,11,223,133.91784770598125,4018,28,62,126.79195893576555,850,0,4,21.074815595363543,324,0,11,157.75132654524594,135,1,8,39.70026301424247,228,1,8,43.447564220930865,295,0,188,244.62285141764144,2060,17,101,227.022410033941,1065,11,194,142.62189025466094,3620,29,37,182.4817518248175,519,3,10,259.7402597402597,80,2,150,178.07536149298383,3747,13,8,158.41584158415841,56,0,27,112.71603907489354,600,3,61,88.02689871134393,1045,4,87,83.65384615384616,1809,4,18,57.361376673040155,322,2,179,167.69249505822395,3265,31,153,109.6067053513862,2850,13,177,179.09904075768,2243,20,130,166.0174956899304,2041,18,2,40.338846308995564,27,0,0,0.0,8,0,94,120.27997082570921,1651,5,55,79.44647474324343,1408,4,77,86.35191207805316,1953,8,218,151.54358963664296,3884,28,8,39.38558487593541,291,1
2020-11-18,190,141.53227308279637,3593,17,49,114.49668193289092,1119,3,4,104.629871828407,43,0,5,25.874560132477747,127,1,103,317.43096646942803,1130,5,227,136.31996156617825,4032,14,58,118.61183255281293,850,0,2,10.537407797681771,323,-1,10,143.41029685931449,134,-1,7,34.73773013746216,228,0,8,43.447564220930865,295,0,187,243.3216660377604,2073,13,96,215.78367686394387,1072,7,178,130.8592601305652,3625,5,42,207.1414480173604,526,7,10,259.7402597402597,80,0,146,173.32668518650428,3756,9,7,138.6138613861386,56,0,26,108.54137096100861,601,1,54,77.92545131823888,1049,4,83,79.8076923076923,1813,4,19,60.548119821542386,323,1,189,177.06079087153256,3283,18,154,110.32308904649331,2859,9,180,182.1346177196746,2265,22,112,143.0304578251708,2051,10,2,40.338846308995564,27,0,0,0.0,8,0,96,122.83911914114984,1658,7,58,83.77991882014763,1416,8,82,91.95917909610856,1962,9,205,142.50658658491653,3903,19,15,73.8479716423789,298,7
2020-11-19,197,146.74661998584676,3620,27,51,119.17001588933546,1128,9,2,52.3149359142035,43,0,3,15.52473607948665,128,1,100,308.1854043392505,1136,6,211,126.71150612539036,4051,19,50,102.25157978690771,856,6,1,5.268703898840886,323,0,18,258.1385343467661,141,7,7,34.73773013746216,230,2,5,27.154727638081788,294,-1,189,245.92403679752255,2097,24,96,215.78367686394387,1079,7,158,116.15597247544552,3639,14,39,192.3456303018347,529,3,9,233.76623376623377,81,1,144,170.95234703326446,3776,20,7,138.6138613861386,56,0,23,96.01736661935377,605,4,54,77.92545131823888,1055,6,85,81.73076923076923,1821,8,16,50.987890376035686,323,0,203,190.1764050101646,3316,33,154,110.32308904649331,2872,13,181,183.14647670700612,2285,20,122,155.8010344167039,2071,20,1,20.169423154497782,27,0,0,0.0,8,0,98,125.39826745659045,1668,10,62,89.55784425601988,1424,8,77,86.35191207805316,1967,5,208,144.59204882762265,3927,24,15,73.8479716423789,300,2
2020-11-22,252,187.71648850981416,3703,83,80,186.9333582577811,1159,31,1,26.15746795710175,43,0,5,25.874560132477747,130,2,104,320.5128205128205,1158,22,275,165.1453278885419,4137,86,51,104.29661138264586,867,11,4,21.074815595363543,326,3,22,315.5026530904919,146,5,22,109.17572328916678,245,15,5,27.154727638081788,296,2,194,252.42996369692793,2137,40,108,242.75663647193687,1096,17,182,133.79991766158912,3674,35,42,207.1414480173604,535,6,6,155.84415584415584,80,-1,170,201.81874302538168,3825,49,9,178.21782178217822,59,3,27,112.71603907489354,610,5,81,116.88817697735833,1086,31,90,86.53846153846155,1837,16,16,50.987890376035686,327,4,215,201.4183599861349,3351,35,188,134.6801346801347,2927,55,222,224.63269518759867,2343,58,159,203.05216780537643,2122,51,1,20.169423154497782,27,0,0,0.0,8,0,114,145.8714539801154,1696,28,67,96.78025105086019,1437,13,84,94.20208590333071,1987,20,267,185.60613960084254,4011,84,23,113.2335565183143,309,9
2020-11-23,251,186.97158180937836,3724,21,86,200.9533601271147,1166,7,1,26.15746795710175,43,0,6,31.0494721589733,131,1,92,283.5305719921105,1160,2,275,165.1453278885419,4166,29,52,106.34164297838402,877,10,7,36.880927291886195,328,2,21,301.16162340456043,148,2,23,114.1382561659471,248,3,9,48.87850974854722,300,4,190,247.2252221774036,2151,14,104,233.76564993593925,1110,14,191,140.416397106393,3692,18,39,192.3456303018347,540,5,7,181.8181818181818,80,0,166,197.07006671890213,3842,17,7,138.6138613861386,60,1,26,108.54137096100861,612,2,91,131.31881611036553,1103,17,83,79.8076923076923,1849,12,16,50.987890376035686,327,0,199,186.42908668484117,3360,9,198,141.84397163120568,2952,25,220,222.60897721293563,2360,17,153,195.38982185045654,2130,8,2,40.338846308995564,28,1,0,0.0,8,0,107,136.91443487607324,1699,3,63,91.00232561498794,1439,2,86,96.44499271055288,1997,10,254,176.5691365491161,4030,19,26,128.00315084679008,312,3
2020-11-24,231,172.07344780066296,3776,52,57,133.19001775866903,1164,-2,1,26.15746795710175,43,0,5,25.874560132477747,131,0,65,200.3205128205128,1168,8,221,132.71679077588277,4190,24,35,71.57610585083539,876,-1,9,47.41833508956797,332,4,19,272.4795640326975,151,3,22,109.17572328916678,248,0,6,32.58567316569815,301,1,151,196.47899236204182,2168,17,83,186.56297062195148,1120,10,122,89.69005469623008,3695,3,26,128.2304202012231,540,0,3,77.92207792207792,79,-1,142,168.5780088800247,3859,17,3,59.4059405940594,59,-1,14,58.44535359438924,613,1,73,105.34366567095256,1103,0,59,56.730769230769226,1859,10,15,47.80114722753346,336,9,147,137.71394845563643,3364,4,155,111.03947274160039,2973,21,171,173.02788683369084,2374,14,128,163.46338037162377,2141,11,4,80.67769261799113,31,3,0,0.0,8,0,68,87.01104272498112,1704,5,48,69.335105230467,1448,9,67,75.13737804194236,2001,4,194,134.8598916949942,4039,9,21,103.38716029933043,312,0
2020-11-26,265,197.40027561547913,3826,50,74,172.9133563884475,1182,18,0,0.0,43,0,12,62.0989443179466,138,7,71,218.81163708086785,1185,17,256,153.7352870526063,4246,56,35,71.57610585083539,885,9,12,63.22444678609062,336,4,16,229.45647497490322,150,-1,35,173.68865068731083,262,14,10,54.309455276163575,305,4,164,213.39440230049573,2207,39,79,177.57198408595383,1133,13,143,105.12850673410576,3734,39,32,157.8220556322746,548,8,2,51.94805194805195,80,1,161,191.13422133580264,3895,36,3,59.4059405940594,59,0,20,83.49336227769892,617,4,89,128.4326882837641,1130,27,69,66.34615384615384,1874,15,20,63.73486297004461,340,4,170,159.26102882624622,3404,40,178,127.5162977290637,3015,42,205,207.43109240296275,2428,54,163,208.16039844198968,2186,45,5,100.8471157724889,32,1,0,0.0,8,0,84,107.4842292485061,1730,26,55,79.44647474324343,1459,11,73,81.86609846360884,2018,17,217,150.84843555574093,4073,34,25,123.07995273729816,315,3
