,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Anjou,Anjou,Anjou,Anjou,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Beaconsfield,Beaconsfield,Beaconsfield,Beaconsfield,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dorval,Dorval,Dorval,Dorval,Hampstead,Hampstead,Hampstead,Hampstead,Kirkland,Kirkland,Kirkland,Kirkland,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,LaSalle,LaSalle,LaSalle,LaSalle,Lachine,Lachine,Lachine,Lachine,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mont-Royal,Mont-Royal,Mont-Royal,Mont-Royal,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Outremont,Outremont,Outremont,Outremont,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Pointe-Claire,Pointe-Claire,Pointe-Claire,Pointe-Claire,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Léonard,Saint-Léonard,Saint-Léonard,Saint-Léonard,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Senneville,Senneville,Senneville,Senneville,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Verdun,Verdun,Verdun,Verdun,Ville-Marie,Ville-Marie,Ville-Marie,Ville-Marie,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Westmount,Westmount,Westmount,Westmount
2020-05-18,232,172.81835450109875,1842,25,92,214.97336199644826,545,8,5,130.78733978550875,16,0,1,5.17491202649555,50,0,42,129.43786982248523,443,6,223,133.91784770598125,1811,24,55,112.47673776559849,338,-1,18,94.83667017913594,164,1,5,71.70514842965724,53,3,10,49.62532876780309,93,0,34,184.65214793895618,173,1,64,83.27586431238858,1002,6,61,137.11254467396435,470,5,342,251.4262189025466,1844,19,9,44.387453146577236,234,2,7,181.8181818181818,32,0,261,309.8511289977919,2052,24,1,19.801980198019802,17,0,15,62.62002170827419,235,0,75,108.229793497554,443,4,80,76.92307692307692,776,11,28,89.22880815806246,171,5,289,270.74374900461856,1755,25,155,111.03947274160039,1247,16,136,137.61282227708745,824,18,127,162.18632271247048,893,17,2,40.338846308995564,18,0,0,0.0,2,0,62,79.33359777865927,781,17,73,105.44713920466856,835,9,106,118.87406078277448,633,22,182,126.5180427241698,1569,20,16,78.77116975187081,159,0
2020-05-19,220,163.87947409586948,1865,23,97,226.65669688755958,552,7,8,209.259743656814,19,3,0,0.0,51,1,44,135.60157790927022,449,6,209,125.51044919529187,1825,14,49,100.20654819116956,339,1,17,89.56796628029505,164,0,5,71.70514842965724,53,0,9,44.662795891022775,94,1,30,162.92836582849074,173,0,58,75.46875203310215,1004,2,55,123.62606486996785,472,2,335,246.28006822325472,1887,43,9,44.387453146577236,235,1,5,129.87012987012986,32,0,284,337.1560177600494,2104,52,1,19.801980198019802,17,0,14,58.44535359438924,236,1,77,111.11592132415544,454,11,67,64.42307692307692,777,1,29,92.4155513065647,174,3,246,230.46007700739162,1771,16,165,118.2033096926714,1268,21,135,136.60096328975592,845,21,127,162.18632271247048,910,17,2,40.338846308995564,18,0,0,0.0,2,0,63,80.61317193637957,790,9,73,105.44713920466856,841,6,100,112.145340361108,639,6,190,132.07927537138607,1601,32,11,54.15517920441118,160,1
2020-05-20,227,169.09382099891988,1898,33,91,212.636695018226,562,10,5,130.78733978550875,19,0,4,20.6996481059822,54,3,53,163.33826429980277,461,12,218,130.91520538073505,1851,26,32,65.44101106362093,342,3,14,73.76185458377239,164,0,6,86.0461781155887,54,1,7,34.73773013746216,95,1,23,124.91174713517624,177,4,58,75.46875203310215,1011,7,50,112.38733169997077,483,11,-27,-19.849438334411573,1924,37,10,49.31939238508582,239,4,5,129.87012987012986,33,1,282,334.7816796068096,2139,35,0,0.0,17,0,13,54.270685480504305,237,1,74,106.7867295842533,461,7,62,59.61538461538462,783,6,34,108.34926704907585,182,8,250,234.20739533271504,1811,40,182,130.38183250949209,1308,40,151,152.79070708706035,875,30,130,166.0174956899304,931,21,2,40.338846308995564,18,0,0,0.0,2,0,64,81.89274609409988,794,4,71,102.55817648673245,851,10,108,121.11696758999665,651,12,207,143.89689474672062,1642,41,14,68.92477353288696,163,3
2020-05-21,230,171.3285411002272,1925,27,75,175.25002336666978,569,7,4,104.629871828407,19,0,4,20.6996481059822,54,0,57,175.6656804733728,469,8,203,121.90727840499639,1862,11,26,53.17082148919201,344,2,12,63.22444678609062,164,0,6,86.0461781155887,54,0,6,29.77519726068185,95,0,23,124.91174713517624,179,2,60,78.0711227928643,1024,13,67,150.59902447796085,505,22,300,220.54931482679527,1945,21,12,59.18327086210299,242,3,7,181.8181818181818,34,1,290,344.27903221976874,2184,45,0,0.0,18,1,13,54.270685480504305,238,1,74,106.7867295842533,474,13,62,59.61538461538462,794,11,32,101.97578075207137,185,3,253,237.0178840767076,1859,48,160,114.6213912171359,1318,10,148,149.75513012506576,897,22,129,164.74043803077709,945,14,2,40.338846308995564,18,0,0,0.0,2,0,68,87.01104272498112,802,8,70,101.11369512776439,856,5,97,108.78098015027476,655,4,218,151.54358963664296,1688,46,12,59.07837731390311,163,0
2020-05-22,209,155.685500391076,1964,39,60,140.2000186933358,576,7,7,183.10227569971227,22,3,5,25.874560132477747,55,1,54,166.42011834319527,473,4,164,98.4866682680759,1879,17,37,75.66616904231171,363,19,3,15.806111696522654,163,-1,5,71.70514842965724,53,-1,4,19.850131507121237,96,1,12,65.1713463313963,178,-1,44,57.252156714767146,1029,5,57,128.1215581379667,510,5,234,172.0284655649003,1971,26,11,54.2513316235944,242,0,4,103.8961038961039,34,0,233,276.61039485243487,2212,28,2,39.603960396039604,19,1,8,33.39734491107957,241,3,52,75.03932349163745,474,0,48,46.15384615384615,798,4,25,79.66857871255577,184,-1,191,178.93445003419427,1881,22,136,97.42818253456551,1340,22,125,126.48237341644068,906,9,111,141.7534001660175,964,19,3,60.50826946349334,19,1,0,0.0,2,0,60,76.77444946321864,808,6,56,80.89095610221149,863,7,84,94.20208590333071,662,7,197,136.9453539377003,1717,29,9,44.308782985427335,165,2
2020-05-23,193,143.7669931841037,1975,11,61,142.53668567155808,589,13,7,183.10227569971227,23,1,6,31.0494721589733,55,0,53,163.33826429980277,478,5,149,89.47874129233726,1901,22,38,77.71120063804986,369,6,3,15.806111696522654,164,1,2,28.682059371862902,52,-1,4,19.850131507121237,96,0,10,54.309455276163575,179,1,47,61.15571285441036,1036,7,60,134.86479803996494,515,5,212,155.85484914426866,1991,20,12,59.18327086210299,243,1,4,103.8961038961039,35,1,223,264.73870408623594,2227,15,1,19.801980198019802,18,-1,7,29.22267679719462,242,1,45,64.9378760985324,478,4,43,41.34615384615385,805,7,20,63.73486297004461,184,0,197,184.55542752217946,1902,21,139,99.57733361988682,1356,16,126,127.4942324037722,916,10,104,132.8139965519443,971,7,2,40.338846308995564,19,0,0,0.0,2,0,56,71.6561528323374,813,5,44,63.55717979459475,864,1,77,86.35191207805316,670,8,205,142.50658658491653,1741,24,8,39.38558487593541,165,0
2020-05-24,181,134.82811277887444,1998,23,57,133.19001775866903,594,5,9,235.41721161391575,25,2,5,25.874560132477747,55,0,43,132.51972386587772,480,2,137,82.27239971174635,1924,23,31,63.395979467882775,370,1,3,15.806111696522654,166,2,2,28.682059371862902,52,0,4,19.850131507121237,97,1,8,43.447564220930865,180,1,47,61.15571285441036,1043,7,54,121.37831823596844,519,4,189,138.94606834088103,2014,23,12,59.18327086210299,244,1,3,77.92207792207792,35,0,215,255.2413514732768,2243,16,1,19.801980198019802,18,0,8,33.39734491107957,243,1,44,63.49481218523169,483,5,44,42.30769230769231,809,4,24,76.48183556405354,190,6,183,171.4398133835474,1913,11,139,99.57733361988682,1370,14,118,119.39936050512001,924,8,101,128.98282357448437,977,6,1,20.169423154497782,19,0,0,0.0,2,0,54,69.09700451689677,818,5,45,65.00166115356281,871,7,65,72.8944712347202,676,6,198,137.64050801860233,1747,6,6,29.539188656951556,165,0
2020-05-25,189,140.7873663823606,2031,33,61,142.53668567155808,606,12,10,261.5746795710175,26,1,6,31.0494721589733,56,1,38,117.11045364891518,481,1,124,74.46552966610616,1935,11,38,77.71120063804986,376,6,4,21.074815595363543,168,2,-1,-14.341029685931451,52,0,3,14.887598630340925,96,-1,7,38.016618693314506,180,0,52,67.66163975381572,1054,11,57,128.1215581379667,527,8,195,143.35705463741692,2039,25,11,54.2513316235944,245,1,3,77.92207792207792,35,0,211,250.49267516679726,2263,20,1,19.801980198019802,18,0,9,37.57201302496452,244,1,45,64.9378760985324,488,5,44,42.30769230769231,820,11,25,79.66857871255577,196,6,179,167.69249505822395,1934,21,145,103.8756357905294,1392,22,114,115.3519245557939,938,14,97,123.87459293787114,990,13,1,20.169423154497782,19,0,0,0.0,2,0,46,58.86041125513429,827,9,41,59.22373571769056,876,5,47,52.70830996972075,680,4,212,147.37266515123076,1781,34,6,29.539188656951556,165,0
2020-05-26,190,141.53227308279637,2055,24,58,135.5266847368913,610,4,7,183.10227569971227,26,0,5,25.874560132477747,56,0,34,104.78303747534515,483,2,129,77.46817199135239,1954,19,43,87.93635861674062,382,6,8,42.149631190727085,172,4,-1,-14.341029685931451,52,0,3,14.887598630340925,97,1,9,48.87850974854722,182,2,54,70.26401051357787,1058,4,58,130.36930477196609,530,3,170,124.97794506851731,2057,18,12,59.18327086210299,247,2,4,103.8961038961039,36,1,183,217.25194102144027,2287,24,1,19.801980198019802,18,0,11,45.92134925273441,247,3,39,56.279492618728085,493,5,46,44.23076923076923,823,3,28,89.22880815806246,202,6,178,166.7556654768931,1949,15,141,101.01010101010101,1409,17,105,106.24519366981018,950,12,88,112.38107400549134,998,8,1,20.169423154497782,19,0,0,0.0,2,0,47,60.13998541285461,837,10,36,52.001328922850256,877,1,51,57.19412358416508,690,10,198,137.64050801860233,1799,18,7,34.46238676644348,167,2
2020-05-27,186,138.55264628105328,2084,29,51,119.17001588933546,613,3,8,209.259743656814,27,1,3,15.52473607948665,57,1,23,70.88264299802762,484,1,121,72.66394427095844,1972,18,47,96.11648499969324,389,7,9,47.41833508956797,173,1,-2,-28.682059371862902,52,0,2,9.925065753560618,97,0,6,32.58567316569815,183,1,50,65.05926899405358,1061,3,50,112.38733169997077,533,3,149,109.53949303064165,2073,16,9,44.387453146577236,248,1,4,103.8961038961039,37,1,180,213.69043379158057,2319,32,1,19.801980198019802,18,0,9,37.57201302496452,246,-1,39,56.279492618728085,500,7,42,40.38461538461538,825,2,22,70.10834926704908,204,2,157,147.08224426894503,1968,19,112,80.23497385199514,1420,11,89,90.05544987250578,964,14,74,94.502266777345,1005,7,1,20.169423154497782,19,0,0,0.0,2,0,48,61.41955957057492,842,5,34,49.11236620491413,885,8,44,49.34394975888752,695,5,182,126.5180427241698,1824,25,5,24.61599054745963,168,1
2020-05-28,177,131.84848597713136,2102,18,52,121.5066828675577,621,8,9,235.41721161391575,28,1,3,15.52473607948665,57,0,19,58.55522682445759,488,4,130,78.06870045640163,1992,20,49,100.20654819116956,393,4,9,47.41833508956797,173,0,-2,-28.682059371862902,52,0,3,14.887598630340925,98,1,7,38.016618693314506,186,3,50,65.05926899405358,1074,13,37,83.16662545797838,542,9,140,102.92301358583778,2085,12,6,29.591635431051493,248,0,3,77.92207792207792,37,0,150,178.07536149298383,2334,15,0,0.0,18,0,9,37.57201302496452,247,1,28,40.40578957242016,502,2,33,31.73076923076923,827,2,22,70.10834926704908,207,3,119,111.48272017837235,1978,10,111,79.51859015688804,1429,9,79,79.93685999919052,976,12,73,93.22520911819169,1018,13,0,0.0,18,-1,0,0.0,2,0,44,56.30126293969367,846,4,29,41.889959410073814,885,0,55,61.679937198609394,710,15,164,114.00526926793324,1852,28,7,34.46238676644348,170,2
2020-05-29,157,116.95035196841596,2121,19,50,116.83334891111319,626,5,6,156.94480774261052,28,0,2,10.3498240529911,57,0,16,49.30966469428008,489,1,134,80.4708143165986,2013,21,30,61.35094787214462,393,0,11,57.95574288724974,174,1,-1,-14.341029685931451,52,0,5,24.812664383901545,101,3,7,38.016618693314506,185,-1,54,70.26401051357787,1083,9,36,80.91887882397896,546,4,132,97.04169852378992,2103,18,7,34.52357466956007,249,1,3,77.92207792207792,37,0,128,151.9576418073462,2340,6,-1,-19.801980198019802,18,0,7,29.22267679719462,248,1,30,43.29191739902161,504,2,32,30.76923076923077,830,3,24,76.48183556405354,208,1,109,102.11442436506375,1990,12,100,71.63836951070994,1440,11,77,77.91314202452746,983,7,66,84.28580550411851,1030,12,-2,-40.338846308995564,17,-1,0,0.0,2,0,44,56.30126293969367,852,6,27,39.00099669213769,890,5,54,60.558483794998324,716,6,165,114.70042334883526,1882,30,4,19.692792437967704,169,-1
2020-05-30,171,127.37904577451674,2146,25,43,100.47668006355735,632,6,5,130.78733978550875,28,0,2,10.3498240529911,57,0,11,33.900394477317555,489,0,129,77.46817199135239,2030,17,26,53.17082148919201,395,2,12,63.22444678609062,176,2,1,14.341029685931451,53,1,7,34.73773013746216,103,2,9,48.87850974854722,188,3,50,65.05926899405358,1086,3,39,87.66211872597721,554,8,138,101.45268482032583,2129,26,7,34.52357466956007,250,1,3,77.92207792207792,38,1,127,150.7704727307263,2354,14,0,0.0,18,0,6,25.04800868330968,248,0,25,36.076597832518004,503,-1,34,32.69230769230769,839,9,25,79.66857871255577,209,1,109,102.11442436506375,2011,21,97,69.48921842538864,1453,13,73,73.86570607520136,989,6,68,86.83992082242514,1039,9,-2,-40.338846308995564,17,0,0,0.0,2,0,40,51.182966308812425,853,1,33,47.66788484594606,897,7,56,62.80139060222048,726,10,150,104.27311213530479,1891,9,6,29.539188656951556,171,2
2020-05-31,161,119.92997877015904,2159,13,44,102.8133470417796,638,6,3,78.47240387130526,28,0,2,10.3498240529911,57,0,12,36.98224852071006,492,3,117,70.26183041076146,2041,11,26,53.17082148919201,396,1,10,52.68703898840885,176,0,1,14.341029685931451,53,0,6,29.77519726068185,103,0,10,54.309455276163575,190,2,44,57.252156714767146,1087,1,36,80.91887882397896,555,1,124,91.16038346174204,2138,9,6,29.591635431051493,250,0,4,103.8961038961039,39,1,124,147.20896550086664,2367,13,1,19.801980198019802,19,1,5,20.87334056942473,248,0,24,34.63353391921728,507,4,32,30.76923076923077,841,2,19,60.548119821542386,209,0,111,103.98808352772546,2024,13,88,63.04176516942475,1458,5,75,75.8894240498644,999,10,63,80.45463252665857,1040,1,-2,-40.338846308995564,17,0,0,0.0,2,0,37,47.3442438356515,855,2,29,41.889959410073814,900,3,51,57.19412358416508,727,1,160,111.2246529443251,1907,16,6,29.539188656951556,171,0
2020-06-01,133,99.07259115795746,2164,5,39,91.13001215066828,645,7,2,52.3149359142035,28,0,2,10.3498240529911,58,1,13,40.06410256410256,494,2,115,69.06077348066297,2050,9,21,42.945663510501234,397,1,8,42.149631190727085,176,0,1,14.341029685931451,53,0,8,39.70026301424247,104,1,10,54.309455276163575,190,0,38,49.44504443548072,1092,5,30,67.43239901998247,557,2,104,76.45709580662236,2143,5,6,29.591635431051493,251,1,4,103.8961038961039,39,0,115,136.5244438112876,2378,11,1,19.801980198019802,19,0,5,20.87334056942473,249,1,21,30.30434217931512,509,2,22,21.153846153846153,842,1,15,47.80114722753346,211,2,97,90.87246938909342,2031,7,72,51.57962604771116,1464,6,64,64.75897518921764,1002,3,57,72.79228657173871,1047,7,-2,-40.338846308995564,17,0,3,325.7328990228013,5,3,29,37.10765057388901,856,1,27,39.00099669213769,903,3,49,54.951216776942914,729,2,149,103.57795805440277,1930,23,8,39.38558487593541,173,2
2020-06-02,116,86.40917725054938,2171,7,42,98.14001308533508,652,7,2,52.3149359142035,28,0,2,10.3498240529911,58,0,13,40.06410256410256,496,2,110,66.05813115541677,2064,14,15,30.67547393607231,397,0,4,21.074815595363543,176,0,1,14.341029685931451,53,0,7,34.73773013746216,104,0,8,43.447564220930865,190,0,38,49.44504443548072,1096,4,27,60.68915911798422,557,0,94,69.10545197906252,2151,8,8,39.45551390806865,255,4,4,103.8961038961039,40,1,112,132.96293658142793,2399,21,1,19.801980198019802,19,0,2,8.349336227769893,249,0,16,23.089022612811522,509,0,20,19.23076923076923,843,1,10,31.867431485022305,212,1,89,83.37783273844656,2038,7,61,43.69940540153306,1470,6,61,61.72339822722306,1011,9,56,71.5152289125854,1054,7,-2,-40.338846308995564,17,0,3,325.7328990228013,5,0,21,26.871057312126524,858,2,29,41.889959410073814,906,3,43,48.22249635527644,733,4,153,106.35857437801089,1952,22,6,29.539188656951556,173,0
2020-06-03,95,70.76613654139818,2179,8,44,102.8133470417796,657,5,2,52.3149359142035,29,1,1,5.17491202649555,58,0,11,33.900394477317555,495,-1,98,58.851789574825844,2070,6,11,22.495347553119696,400,3,4,21.074815595363543,177,1,1,14.341029685931451,53,0,7,34.73773013746216,104,0,10,54.309455276163575,193,3,40,52.04741519524286,1101,5,30,67.43239901998247,563,6,80,58.81315062047874,2153,2,7,34.52357466956007,255,0,4,103.8961038961039,41,1,92,109.21955504903009,2411,12,1,19.801980198019802,19,0,4,16.698672455539786,250,1,13,18.75983087290936,513,4,23,22.115384615384617,848,5,9,28.680688336520078,213,1,78,73.07270734380708,2046,8,51,36.535568450462065,1471,1,50,50.59294936657627,1014,3,52,66.40699827597216,1057,3,-2,-40.338846308995564,17,0,3,325.7328990228013,5,0,20,25.591483154406212,862,4,27,39.00099669213769,912,6,41,45.97958954805428,736,3,144,100.10218764989258,1968,16,6,29.539188656951556,174,1
2020-06-04,90,67.04160303921934,2192,13,41,95.80334610711282,662,5,1,26.15746795710175,29,0,1,5.17491202649555,58,0,10,30.81854043392505,498,3,89,53.44703338938265,2081,11,12,24.540379148857852,405,5,3,15.806111696522654,176,-1,1,14.341029685931451,53,0,6,29.77519726068185,104,0,7,38.016618693314506,193,0,33,42.939117536075365,1107,6,27,60.68915911798422,569,6,84,61.753808151502675,2169,16,9,44.387453146577236,257,2,4,103.8961038961039,41,0,87,103.28370966593062,2421,10,2,39.603960396039604,20,1,5,20.87334056942473,252,2,12,17.31676695960864,514,1,21,20.19230769230769,848,0,6,19.120458891013385,213,0,82,76.82002566913053,2060,14,47,33.670033670033675,1476,5,41,41.48621848059255,1017,3,48,61.29876763935892,1066,9,-1,-20.169423154497782,17,0,3,325.7328990228013,5,0,19,24.3119089966859,865,3,26,37.55651533316963,911,-1,29,32.522148704721324,739,3,128,88.97972235546008,1980,12,5,24.61599054745963,175,1
2020-06-05,75,55.86800253268279,2196,4,37,86.45667819422376,663,1,1,26.15746795710175,29,0,1,5.17491202649555,58,0,9,27.736686390532544,498,0,78,46.84122027384098,2091,10,12,24.540379148857852,405,0,2,10.537407797681771,176,0,1,14.341029685931451,53,0,3,14.887598630340925,104,0,9,48.87850974854722,194,1,29,37.734376016551074,1112,5,26,58.44141248398481,572,3,77,56.60765747221079,2180,11,8,39.45551390806865,257,0,4,103.8961038961039,41,0,90,106.84521689579029,2430,9,2,39.603960396039604,20,0,4,16.698672455539786,252,0,9,12.98757521970648,513,-1,21,20.19230769230769,851,3,10,31.867431485022305,218,5,78,73.07270734380708,2068,8,45,32.23726627981947,1485,9,37,37.43878253126644,1020,3,40,51.082306366132435,1070,4,1,20.169423154497782,18,1,3,325.7328990228013,5,0,17,21.75276068124528,869,4,22,31.778589897297376,912,1,23,25.79342828305484,739,0,110,76.46694889922351,1992,12,5,24.61599054745963,174,-1
2020-06-06,72,53.63328243137547,2218,22,40,93.46667912889055,672,9,1,26.15746795710175,29,0,1,5.17491202649555,58,0,14,43.145956607495066,503,5,94,56.449675714628874,2124,33,12,24.540379148857852,407,2,4,21.074815595363543,180,4,0,0.0,53,0,5,24.812664383901545,108,4,10,54.309455276163575,198,4,51,66.36045437393466,1137,25,33,74.1756389219807,587,15,62,45.58019173087102,2191,11,21,103.5707240086802,271,14,4,103.8961038961039,42,1,93,110.40672412564999,2447,17,2,39.603960396039604,20,0,9,37.57201302496452,257,5,19,27.418214352713683,522,9,25,24.03846153846154,864,13,12,38.24091778202677,221,3,70,65.5780706931602,2081,13,42,30.088115194498172,1495,10,46,46.54551341725017,1035,15,34,43.41996041121257,1073,3,1,20.169423154497782,18,0,3,325.7328990228013,5,0,29,37.10765057388901,882,13,26,37.55651533316963,923,11,22,24.67197487944376,748,9,136,94.54095500267634,2027,35,9,44.308782985427335,180,6
2020-06-07,68,50.65365562963239,2227,9,36,84.1200112160015,674,2,1,26.15746795710175,29,0,1,5.17491202649555,58,0,12,36.98224852071006,504,1,91,54.648090319481135,2132,8,12,24.540379148857852,408,1,4,21.074815595363543,180,0,0,0.0,53,0,6,29.77519726068185,109,1,12,65.1713463313963,202,4,51,66.36045437393466,1138,1,36,80.91887882397896,591,4,63,46.315356113627004,2201,10,21,103.5707240086802,271,0,5,129.87012987012986,44,2,85,100.90937151269084,2452,5,1,19.801980198019802,20,0,9,37.57201302496452,257,0,19,27.418214352713683,526,4,24,23.076923076923077,865,1,13,41.427660930528994,222,1,62,58.08343404251333,2086,5,39,27.938964109176876,1497,2,40,40.47435949326102,1039,4,38,48.528191047825814,1078,5,1,20.169423154497782,18,0,3,325.7328990228013,5,0,30,38.38722473160932,885,3,22,31.778589897297376,922,-1,27,30.279241897499162,754,6,130,90.37003051726415,2037,10,9,44.308782985427335,180,0
2020-06-08,71,52.8883757309397,2235,8,30,70.1000093466679,675,1,1,26.15746795710175,29,0,0,0.0,58,0,10,30.81854043392505,504,0,89,53.44703338938265,2139,7,11,22.495347553119696,408,0,4,21.074815595363543,180,0,0,0.0,53,0,6,29.77519726068185,110,1,13,70.60229185901265,203,1,49,63.758083614172506,1141,3,36,80.91887882397896,593,2,66,48.52084926189496,2209,8,20,98.63878477017164,271,0,5,129.87012987012986,44,0,78,92.59918797635159,2456,4,1,19.801980198019802,20,0,8,33.39734491107957,257,0,16,23.089022612811522,525,-1,24,23.076923076923077,866,1,11,35.05417463352454,222,0,59,55.272945298520746,2090,4,37,26.506196718962677,1501,4,39,39.4625005059295,1041,2,32,40.86584509290594,1079,1,1,20.169423154497782,18,0,0,0.0,5,0,32,40.94637304704994,888,3,23,33.223071256265435,926,4,24,26.91488168666592,753,-1,115,79.94271930373367,2045,8,10,49.23198109491926,183,3
2020-06-09,68,50.65365562963239,2239,4,25,58.416674455556596,677,2,1,26.15746795710175,29,0,0,0.0,58,0,8,24.65483234714004,504,0,77,46.24069180879174,2141,2,11,22.495347553119696,408,0,4,21.074815595363543,180,0,0,0.0,53,0,6,29.77519726068185,110,0,13,70.60229185901265,203,0,48,62.456898234291444,1144,3,42,94.40535862797546,599,6,63,46.315356113627004,2214,5,16,78.9110278161373,271,0,4,103.8961038961039,44,0,68,80.72749721015268,2467,11,1,19.801980198019802,20,0,10,41.74668113884946,259,2,17,24.53208652611224,526,1,23,22.115384615384617,866,0,10,31.867431485022305,222,0,53,49.65196781053559,2091,1,38,27.222580414069775,1508,7,33,33.39134658194034,1044,3,27,34.48055679713939,1081,2,1,20.169423154497782,18,0,0,0.0,5,0,30,38.38722473160932,888,0,21,30.334108538329314,927,1,22,24.67197487944376,755,2,97,67.4299458474971,2049,4,10,49.23198109491926,183,0
2020-06-10,66,49.16384222876085,2245,6,20,46.733339564445274,677,0,0,0.0,29,0,0,0.0,58,0,12,36.98224852071006,507,3,75,45.03963487869325,2145,4,9,18.40528436164339,409,1,3,15.806111696522654,180,0,0,0.0,53,0,7,34.73773013746216,111,1,11,59.74040080377994,204,1,46,59.85452747452929,1147,3,39,87.66211872597721,602,3,61,44.84502734811504,2214,0,18,88.77490629315447,273,2,3,77.92207792207792,44,0,65,77.16598998029299,2476,9,1,19.801980198019802,20,0,10,41.74668113884946,260,1,13,18.75983087290936,526,0,19,18.26923076923077,867,1,9,28.680688336520078,222,0,47,44.03099032255043,2093,2,42,30.088115194498172,1513,5,28,28.33205164528271,1042,-2,26,33.20349913798608,1083,2,1,20.169423154497782,18,0,0,0.0,5,0,29,37.10765057388901,891,3,18,26.000664461425128,930,3,23,25.79342828305484,759,4,90,62.56386728118288,2058,9,9,44.308782985427335,183,0
2020-06-11,58,43.20458862527469,2250,5,16,37.38667165155622,678,1,1,26.15746795710175,30,1,0,0.0,58,0,14,43.145956607495066,512,5,69,41.43646408839779,2150,5,4,8.180126382952617,409,0,4,21.074815595363543,180,0,0,0.0,53,0,7,34.73773013746216,111,0,13,70.60229185901265,206,2,52,67.66163975381572,1159,12,34,76.42338555598013,603,1,52,38.22854790331118,2221,7,16,78.9110278161373,273,0,3,77.92207792207792,44,0,69,81.91466628677256,2490,14,0,0.0,20,0,10,41.74668113884946,262,2,14,20.20289478621008,528,2,19,18.26923076923077,867,0,9,28.680688336520078,222,0,37,34.662694509241824,2097,4,43,30.80449888960527,1519,6,27,27.32019265795119,1044,2,19,24.264095523912907,1085,2,1,20.169423154497782,18,0,0,0.0,5,0,27,34.54850225844839,892,1,24,34.6675526152335,935,5,22,24.67197487944376,761,2,87,60.47840503847678,2067,9,7,34.46238676644348,182,-1
2020-06-12,60,44.69440202614623,2256,6,15,35.05000467333395,678,0,1,26.15746795710175,30,0,1,5.17491202649555,59,1,15,46.22781065088757,513,1,63,37.83329329810233,2154,4,5,10.225157978690772,410,1,5,26.343519494204426,181,1,0,0.0,53,0,7,34.73773013746216,111,0,12,65.1713463313963,206,0,51,66.36045437393466,1163,4,32,71.9278922879813,604,1,49,36.023054755043226,2229,8,16,78.9110278161373,273,0,3,77.92207792207792,44,0,63,74.79165182705322,2493,3,0,0.0,20,0,10,41.74668113884946,262,0,17,24.53208652611224,530,2,18,17.307692307692307,869,2,4,12.746972594008922,222,0,37,34.662694509241824,2105,8,36,25.78981302385558,1521,2,27,27.32019265795119,1047,3,16,20.43292254645297,1086,1,0,0.0,18,0,0,0.0,5,0,24,30.70977978528746,893,1,23,33.223071256265435,935,0,24,26.91488168666592,763,2,78,54.222018310358486,2070,3,8,39.38558487593541,182,0
