date,RSS01_DOSE_Numero1_cumu,RSS02_DOSE_Numero1_cumu,RSS03_DOSE_Numero1_cumu,RSS04_DOSE_Numero1_cumu,RSS05_DOSE_Numero1_cumu,RSS06_DOSE_Numero1_cumu,RSS07_DOSE_Numero1_cumu,RSS08_DOSE_Numero1_cumu,RSS09_DOSE_Numero1_cumu,RSS10_DOSE_Numero1_cumu,RSS11_DOSE_Numero1_cumu,RSS12_DOSE_Numero1_cumu,RSS13_DOSE_Numero1_cumu,RSS14_DOSE_Numero1_cumu,RSS15_DOSE_Numero1_cumu,RSS16_DOSE_Numero1_cumu,RSS17_DOSE_Numero1_cumu,RSS18_DOSE_Numero1_cumu,RSSHQ_DOSE_Numero1_cumu,RSSND_DOSE_Numero1_cumu,RSS99_DOSE_Numero1_cumu,RSS01_DOSE_Numero1_jour,RSS02_DOSE_Numero1_jour,RSS03_DOSE_Numero1_jour,RSS04_DOSE_Numero1_jour,RSS05_DOSE_Numero1_jour,RSS06_DOSE_Numero1_jour,RSS07_DOSE_Numero1_jour,RSS08_DOSE_Numero1_jour,RSS09_DOSE_Numero1_jour,RSS10_DOSE_Numero1_jour,RSS11_DOSE_Numero1_jour,RSS12_DOSE_Numero1_jour,RSS13_DOSE_Numero1_jour,RSS14_DOSE_Numero1_jour,RSS15_DOSE_Numero1_jour,RSS16_DOSE_Numero1_jour,RSS17_DOSE_Numero1_jour,RSS18_DOSE_Numero1_jour,RSSHQ_DOSE_Numero1_jour,RSSND_DOSE_Numero1_jour,RSS99_DOSE_Numero1_jour,RSS01_DOSE_Numero2_cumu,RSS02_DOSE_Numero2_cumu,RSS03_DOSE_Numero2_cumu,RSS04_DOSE_Numero2_cumu,RSS05_DOSE_Numero2_cumu,RSS06_DOSE_Numero2_cumu,RSS07_DOSE_Numero2_cumu,RSS08_DOSE_Numero2_cumu,RSS09_DOSE_Numero2_cumu,RSS10_DOSE_Numero2_cumu,RSS11_DOSE_Numero2_cumu,RSS12_DOSE_Numero2_cumu,RSS13_DOSE_Numero2_cumu,RSS14_DOSE_Numero2_cumu,RSS15_DOSE_Numero2_cumu,RSS16_DOSE_Numero2_cumu,RSS17_DOSE_Numero2_cumu,RSS18_DOSE_Numero2_cumu,RSSHQ_DOSE_Numero2_cumu,RSSND_DOSE_Numero2_cumu,RSS99_DOSE_Numero2_cumu,RSS01_DOSE_Numero2_jour,RSS02_DOSE_Numero2_jour,RSS03_DOSE_Numero2_jour,RSS04_DOSE_Numero2_jour,RSS05_DOSE_Numero2_jour,RSS06_DOSE_Numero2_jour,RSS07_DOSE_Numero2_jour,RSS08_DOSE_Numero2_jour,RSS09_DOSE_Numero2_jour,RSS10_DOSE_Numero2_jour,RSS11_DOSE_Numero2_jour,RSS12_DOSE_Numero2_jour,RSS13_DOSE_Numero2_jour,RSS14_DOSE_Numero2_jour,RSS15_DOSE_Numero2_jour,RSS16_DOSE_Numero2_jour,RSS17_DOSE_Numero2_jour,RSS18_DOSE_Numero2_jour,RSSHQ_DOSE_Numero2_jour,RSSND_DOSE_Numero2_jour,RSS99_DOSE_Numero2_jour,RSS01_DOSES_Total_cumu,RSS02_DOSES_Total_cumu,RSS03_DOSES_Total_cumu,RSS04_DOSES_Total_cumu,RSS05_DOSES_Total_cumu,RSS06_DOSES_Total_cumu,RSS07_DOSES_Total_cumu,RSS08_DOSES_Total_cumu,RSS09_DOSES_Total_cumu,RSS10_DOSES_Total_cumu,RSS11_DOSES_Total_cumu,RSS12_DOSES_Total_cumu,RSS13_DOSES_Total_cumu,RSS14_DOSES_Total_cumu,RSS15_DOSES_Total_cumu,RSS16_DOSES_Total_cumu,RSS17_DOSES_Total_cumu,RSS18_DOSES_Total_cumu,RSSHQ_DOSES_Total_cumu,RSSND_DOSES_Total_cumu,RSS99_DOSES_Total_cumu,RSS01_DOSES_Total_jour,RSS02_DOSES_Total_jour,RSS03_DOSES_Total_jour,RSS04_DOSES_Total_jour,RSS05_DOSES_Total_jour,RSS06_DOSES_Total_jour,RSS07_DOSES_Total_jour,RSS08_DOSES_Total_jour,RSS09_DOSES_Total_jour,RSS10_DOSES_Total_jour,RSS11_DOSES_Total_jour,RSS12_DOSES_Total_jour,RSS13_DOSES_Total_jour,RSS14_DOSES_Total_jour,RSS15_DOSES_Total_jour,RSS16_DOSES_Total_jour,RSS17_DOSES_Total_jour,RSS18_DOSES_Total_jour,RSSHQ_DOSES_Total_jour,RSSND_DOSES_Total_jour,RSS99_DOSES_Total_jour
2021-01-24,4435,8538,21616,12848,10353,53389,8464,5327,6151,3170,6337,10754,9637,10662,11964,30386,544,8146,901,1023,224645,0,0,0,0,0,645,0,0,115,765,0,0,0,468,0,5,0,69,9,4,2080,1,0,2,2,6,20,0,0,0,0,0,0,1,3,4,11,0,0,9,9,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,4436,8538,21618,12850,10359,53409,8464,5327,6151,3170,6337,10754,9638,10665,11968,30397,544,8146,910,1032,224713,0,0,0,0,0,646,0,0,115,765,0,0,0,468,0,5,0,69,11,6,2085
2021-01-25,4706,8538,22286,12909,10426,54379,8466,5327,6387,3933,6337,10754,9637,11136,12015,30982,583,8371,932,1064,229168,271,0,670,61,73,990,2,0,236,763,0,0,0,474,51,596,39,225,31,41,4523,1,0,2,2,6,21,0,0,0,0,0,0,1,3,4,11,0,0,9,12,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4707,8538,22288,12911,10432,54400,8466,5327,6387,3933,6337,10754,9638,11139,12019,30993,583,8371,941,1076,229240,271,0,670,61,73,991,2,0,236,763,0,0,0,474,51,596,39,225,31,44,4527
2021-01-26,4989,8553,23016,12929,10548,55496,8466,5421,6570,4390,6337,10754,9659,11136,12017,31577,682,8671,975,1103,233289,283,15,730,20,122,1117,0,94,183,457,0,0,22,0,2,595,99,300,43,39,4121,1,0,3,2,6,24,0,0,0,0,0,0,1,3,4,11,0,0,31,41,127,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,29,55,4990,8553,23019,12931,10554,55520,8466,5421,6570,4390,6337,10754,9660,11139,12021,31588,682,8671,1006,1144,233416,283,15,731,20,122,1120,0,94,183,457,0,0,22,0,2,595,99,300,65,68,4176
2021-01-27,5004,8696,23593,12939,11090,56492,8466,5522,6700,4554,6337,10754,9659,11157,12214,32177,761,8787,1016,1159,237077,15,143,577,10,542,996,0,101,130,164,0,0,0,21,197,600,79,116,41,56,3788,1,0,3,2,6,28,0,0,0,0,0,0,1,3,4,11,0,0,52,53,164,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,12,37,5005,8696,23596,12941,11096,56520,8466,5522,6700,4554,6337,10754,9660,11160,12218,32188,761,8787,1068,1212,237241,15,143,577,10,542,1000,0,101,130,164,0,0,0,21,197,600,79,116,62,68,3825
2021-01-28,5004,8849,23742,13041,11194,57797,8466,5522,6700,4656,6337,10754,9659,11177,12423,33159,843,8882,1038,1189,240432,0,153,149,102,104,1305,0,0,0,102,0,0,0,20,209,982,82,95,22,30,3355,1,0,4,2,6,30,0,0,0,0,0,0,1,3,4,14,0,3,91,96,255,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,39,43,91,5005,8849,23746,13043,11200,57827,8466,5522,6700,4656,6337,10754,9660,11180,12427,33173,843,8885,1129,1285,240687,0,153,150,102,104,1307,0,0,0,102,0,0,0,20,209,985,82,98,61,73,3446
2021-01-29,5004,8849,23949,13072,11244,57947,8466,5522,6700,4737,6337,10754,9659,11208,12580,34441,903,9067,1054,1201,242694,0,0,207,31,50,150,0,0,0,81,0,0,0,31,157,1282,60,185,16,12,2262,1,0,4,2,8,30,0,0,0,0,0,0,1,3,4,14,0,3,118,130,318,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,63,5005,8849,23953,13074,11252,57977,8466,5522,6700,4737,6337,10754,9660,11211,12584,34455,903,9070,1172,1331,243012,0,0,207,31,52,150,0,0,0,81,0,0,0,31,157,1282,60,185,43,46,2325
2021-01-30,5004,8849,23949,13072,11244,57948,8466,5522,6700,4797,6337,10754,9659,11208,12580,34915,903,9076,1066,1212,243261,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,474,0,9,12,11,567,1,0,4,2,8,30,0,0,0,0,0,0,1,3,4,16,0,3,133,171,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,41,58,5005,8849,23953,13074,11252,57978,8466,5522,6700,4797,6337,10754,9660,11211,12584,34931,903,9079,1199,1383,243637,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,476,0,9,27,52,625
2021-01-31,5005,8849,24331,13072,11244,57948,8466,5522,6700,5169,6337,10754,9659,11208,12580,34916,903,9085,1072,1217,244037,1,0,382,0,0,0,0,0,0,372,0,0,0,0,0,1,0,9,6,5,776,1,0,4,2,8,30,0,0,0,0,0,0,1,3,4,18,0,3,165,194,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,23,57,5006,8849,24335,13074,11252,57978,8466,5522,6700,5169,6337,10754,9660,11211,12584,34934,903,9088,1237,1411,244470,1,0,382,0,0,0,0,0,0,372,0,0,0,0,0,3,0,9,38,28,833
2021-02-01,5005,8849,24635,13072,11244,57948,8467,5522,6700,5169,6337,10754,9659,11228,12582,34916,903,9137,1089,1234,244450,0,0,304,0,0,0,1,0,0,0,0,0,0,20,2,0,0,52,17,17,413,1,0,4,2,8,30,0,0,0,0,0,0,1,3,4,18,0,4,194,227,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,33,63,5006,8849,24639,13074,11252,57978,8467,5522,6700,5169,6337,10754,9660,11231,12586,34934,903,9141,1283,1461,244946,0,0,304,0,0,0,1,0,0,0,0,0,0,20,2,0,0,53,46,50,476
2021-02-02,5005,8849,24635,13073,11244,58010,8467,5522,6700,5169,6337,10757,9659,11239,12582,35398,923,9189,1116,1252,245126,0,0,0,1,0,62,0,0,0,0,0,3,0,11,0,482,20,52,27,18,676,1,0,4,2,10,30,0,0,0,0,0,0,1,3,4,18,0,9,241,314,637,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,47,87,141,5006,8849,24639,13075,11254,58040,8467,5522,6700,5169,6337,10757,9660,11242,12586,35416,923,9198,1357,1566,245763,0,0,0,1,2,62,0,0,0,0,0,3,0,11,0,482,20,57,74,105,817
2021-02-03,5005,8849,24635,13073,11244,60827,8467,5522,6700,5179,6338,10757,9659,11247,12582,35398,943,9219,1141,1274,248059,0,0,0,0,0,2817,0,0,0,10,1,0,0,8,0,0,20,30,25,22,2933,1,0,4,2,10,33,0,0,0,0,0,0,1,3,4,18,0,15,274,351,716,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,33,37,79,5006,8849,24639,13075,11254,60860,8467,5522,6700,5179,6338,10757,9660,11250,12586,35416,943,9234,1415,1625,248775,0,0,0,0,0,2820,0,0,0,10,1,0,0,8,0,0,20,36,58,59,3012
2021-02-04,5007,8849,24774,13094,11245,65456,8467,5523,6700,5201,6338,10757,9659,11247,12582,35398,1073,9248,1161,1295,253074,2,0,139,21,1,4629,0,1,0,22,0,0,0,0,0,0,130,29,20,21,5015,1,0,4,22,10,36,0,0,0,0,0,1,1,3,4,18,0,24,297,387,808,0,0,0,20,0,3,0,0,0,0,0,1,0,0,0,0,0,9,23,36,92,5008,8849,24778,13116,11255,65492,8467,5523,6700,5201,6338,10758,9660,11250,12586,35416,1073,9272,1458,1682,253882,2,0,139,41,1,4632,0,1,0,22,0,1,0,0,0,0,130,38,43,57,5107
2021-02-05,5007,8849,24898,13094,11255,70136,8467,5523,6700,5231,6338,10757,9661,11247,12582,35398,1133,9332,1187,1327,258122,0,0,124,0,10,4680,0,0,0,30,0,0,2,0,0,0,60,84,26,32,5048,1,0,4,22,11,43,0,0,0,0,0,3,1,3,4,18,0,26,352,434,922,0,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,2,55,47,114,5008,8849,24902,13116,11266,70179,8467,5523,6700,5231,6338,10760,9662,11250,12586,35416,1133,9358,1539,1761,259044,0,0,124,0,11,4687,0,0,0,30,0,2,2,0,0,0,60,86,81,79,5162
2021-02-06,5007,8849,25906,13094,11255,72250,8467,5523,6701,5261,6338,10757,9661,11277,12582,35398,1163,9332,1215,1339,261375,0,0,1008,0,0,2114,0,0,1,30,0,0,0,30,0,0,30,0,28,12,3253,1,0,4,22,11,46,0,0,0,0,0,3,1,3,4,18,0,26,389,448,976,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,14,54,5008,8849,25910,13116,11266,72296,8467,5523,6701,5261,6338,10760,9662,11280,12586,35416,1163,9358,1604,1787,262351,0,0,1008,0,0,2117,0,0,1,30,0,0,0,30,0,0,30,0,65,26,3307
2021-02-07,5324,9375,26671,13094,11255,72935,8467,5523,6701,5261,6338,10757,9661,11287,12582,35399,1163,9332,1232,1354,263711,317,526,765,0,0,685,0,0,0,0,0,0,0,10,0,1,0,0,17,15,2336,2,0,4,22,11,47,0,0,0,0,0,3,1,3,4,18,0,26,400,453,994,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,18,5326,9375,26675,13116,11266,72982,8467,5523,6701,5261,6338,10760,9662,11290,12586,35417,1163,9358,1632,1807,264705,318,526,765,0,0,686,0,0,0,0,0,0,0,10,0,1,0,0,28,20,2354
2021-02-08,5662,9734,26865,13094,11255,74239,8648,5623,6734,5291,7086,10757,9663,11287,12582,35399,1265,9351,1264,1381,267180,338,359,194,0,0,1304,181,100,33,30,748,0,2,0,0,0,102,19,32,27,3469,2,0,5,22,11,47,0,0,0,0,0,3,1,3,4,18,1,26,431,491,1065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,38,71,5664,9734,26870,13116,11266,74286,8648,5623,6734,5291,7086,10760,9664,11290,12586,35417,1266,9377,1695,1872,268245,338,359,195,0,0,1304,181,100,33,30,748,0,2,0,0,0,103,19,63,65,3540
2021-02-09,5996,9864,27006,13120,11255,74794,8789,6496,6866,5710,7567,10757,9664,11327,12583,35399,1449,9392,1306,1421,270761,334,130,141,26,0,555,141,873,132,419,481,0,1,40,1,0,184,41,42,40,3581,2,2,8,36,13,48,0,0,0,0,0,3,1,3,6,18,1,35,503,541,1220,0,2,3,14,2,1,0,0,0,0,0,0,0,0,2,0,0,9,72,50,155,5998,9866,27014,13156,11268,74842,8789,6496,6866,5710,7567,10760,9665,11330,12589,35417,1450,9427,1809,1962,271981,334,132,144,40,2,556,141,873,132,419,481,0,1,40,3,0,184,50,114,90,3736
2021-02-10,6369,10187,27007,13120,11255,76084,8807,7352,8229,6029,7747,10757,9664,11388,12585,35399,2350,9428,1338,1443,276538,373,323,1,0,0,1290,18,856,1363,319,180,0,0,61,2,0,901,36,32,22,5777,2,2,12,36,13,52,0,0,0,0,0,3,8,3,6,19,2,50,643,583,1434,0,0,4,0,0,4,0,0,0,0,0,0,7,0,0,1,1,15,140,42,214,6371,10189,27019,13156,11268,76136,8807,7352,8229,6029,7747,10760,9672,11391,12591,35418,2352,9478,1982,2026,277973,373,323,5,0,0,1294,18,856,1363,319,180,0,7,61,2,1,902,51,173,64,5992
2021-02-11,6369,10187,28181,13666,11778,78050,9071,7963,10210,6511,7777,11208,9847,11834,12953,35490,2947,9451,1369,1451,286313,0,0,1174,546,523,1966,264,611,1981,482,30,451,183,446,368,91,597,23,31,8,9775,2,2,16,45,18,54,0,1,9,0,0,5,12,3,6,21,8,53,775,655,1685,0,0,4,9,5,2,0,1,9,0,0,2,4,0,0,2,6,3,132,72,251,6371,10189,28197,13711,11796,78104,9071,7964,10219,6511,7777,11213,9859,11837,12959,35511,2955,9504,2145,2106,287999,0,0,1178,555,528,1968,264,612,1990,482,30,453,187,446,368,93,603,26,163,80,10026
2021-02-12,6369,10187,29219,14241,12223,80151,9389,8353,12058,6671,7876,11740,10337,12141,13599,36462,3118,9522,1393,1464,296513,0,0,1038,575,445,2101,318,390,1848,160,99,532,490,307,646,972,171,71,24,13,10200,2,2,16,47,19,58,0,1,14,0,0,5,13,5,9,21,8,67,791,668,1746,0,0,0,2,1,4,0,0,5,0,0,0,1,2,3,0,0,14,16,13,61,6371,10189,29235,14288,12242,80209,9389,8354,12072,6671,7876,11745,10350,12146,13608,36483,3126,9589,2185,2132,298260,0,0,1038,577,446,2105,318,390,1853,160,99,532,491,309,649,972,171,85,40,26,10261
2021-02-13,6369,10187,29220,14241,12223,80252,9585,8353,12816,6822,7876,11740,10337,12419,13599,36463,3266,9522,1411,1476,298177,0,0,1,0,0,101,196,0,758,151,0,0,0,278,0,1,148,0,18,12,1664,2,2,16,47,19,59,0,1,14,0,0,5,13,5,9,21,8,67,799,677,1764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,6371,10189,29236,14288,12242,80311,9585,8354,12830,6822,7876,11745,10350,12424,13608,36484,3274,9589,2211,2153,299942,0,0,1,0,0,102,196,0,758,151,0,0,0,278,0,1,148,0,26,21,1682
2021-02-14,6369,10187,29220,14241,12223,80321,9814,8353,13421,6842,7876,11740,10337,12420,13600,36463,3266,9522,1422,1481,299118,0,0,0,0,0,69,229,0,605,20,0,0,0,1,1,0,0,0,11,5,941,2,2,16,47,19,59,0,1,14,0,0,5,13,5,9,23,8,67,803,683,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,12,6371,10189,29236,14288,12242,80380,9814,8354,13435,6842,7876,11745,10350,12425,13609,36486,3274,9589,2226,2164,300895,0,0,0,0,0,69,229,0,605,20,0,0,0,1,1,2,0,0,15,11,953
2021-02-15,6370,10187,29221,14262,12269,81242,9814,8527,14394,7139,7876,11740,10683,12420,13603,36465,3432,9541,1440,1500,302125,1,0,1,21,46,921,0,174,973,297,0,0,346,0,3,2,166,19,18,19,3007,2,2,16,47,19,61,2,1,14,0,0,5,14,5,9,23,10,98,819,704,1851,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,2,31,16,21,75,6372,10189,29237,14309,12288,81303,9816,8528,14408,7139,7876,11745,10697,12425,13612,36488,3442,9639,2260,2204,303977,1,0,1,21,46,923,2,174,973,297,0,0,347,0,3,2,168,50,34,40,3082
2021-02-16,6370,10187,29221,14316,12269,81386,9814,8794,15523,7208,7876,11740,10683,12420,13603,36465,3600,9587,1460,1512,304034,0,0,0,54,0,144,0,267,1129,69,0,0,0,0,0,0,168,46,20,12,1909,2,2,18,50,19,61,2,1,23,0,0,5,14,5,9,23,12,153,852,720,1971,0,0,2,3,0,0,0,0,9,0,0,0,0,0,0,0,2,55,33,16,120,6372,10189,29239,14366,12288,81447,9816,8795,15546,7208,7876,11745,10697,12425,13612,36488,3612,9740,2313,2232,306006,0,0,2,57,0,144,0,267,1138,69,0,0,0,0,0,0,170,101,53,28,2029
2021-02-17,6370,10187,29221,14318,12279,81895,9993,8984,16255,7208,8237,11740,10748,12420,13985,36465,3669,9628,1493,1534,306629,0,0,0,2,10,509,179,190,732,0,361,0,65,0,382,0,69,41,33,22,2595,2,3,20,50,19,61,2,2,23,0,0,5,14,5,9,24,12,213,888,730,2082,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,60,36,10,111,6372,10190,29241,14368,12298,81956,9995,8986,16278,7208,8237,11745,10762,12425,13994,36489,3681,9841,2382,2264,308712,0,1,2,2,10,509,179,191,732,0,361,0,65,0,382,1,69,101,69,32,2706
2021-02-18,6370,10188,30899,14340,13674,84830,10573,9307,17200,7318,8463,11741,11432,13808,15087,36465,3927,9661,1527,1559,318369,0,1,1678,22,1395,2935,580,323,945,110,226,1,684,1388,1102,0,258,33,34,25,11740,2,3,20,50,24,64,2,2,23,0,0,5,14,8,12,24,13,262,914,750,2192,0,0,0,0,5,3,0,0,0,0,0,0,0,3,3,0,1,49,26,20,110,6372,10191,30919,14390,13698,84894,10575,9309,17223,7318,8463,11746,11446,13816,15099,36489,3940,9923,2442,2309,320562,0,1,1678,22,1400,2938,580,323,945,110,226,1,684,1391,1105,0,259,82,60,45,11850
2021-02-19,6370,10913,32846,15905,15157,89228,11302,9591,17583,7483,9198,13107,12065,15202,16330,37504,4094,9683,1546,1572,336679,0,725,1947,1565,1483,4398,729,284,383,165,735,1366,633,1394,1243,1039,167,22,19,13,18310,2,3,20,50,30,64,3,2,23,0,1,5,14,8,15,27,16,281,942,768,2274,0,0,0,0,6,0,1,0,0,0,1,0,0,0,3,3,3,19,28,18,82,6372,10916,32866,15955,15187,89292,11305,9593,17606,7483,9199,13112,12079,15210,16345,37531,4110,9964,2489,2340,338954,0,725,1947,1565,1489,4398,730,284,383,165,736,1366,633,1394,1246,1042,170,41,47,31,18392
2021-02-20,6370,11324,34686,17058,17124,91923,11818,9710,17646,7783,9781,14053,12232,16237,17175,39665,4124,9683,1557,1576,351525,0,411,1840,1153,1967,2695,516,119,63,300,583,946,167,1035,845,2161,30,0,11,4,14846,2,3,20,50,41,65,4,2,23,1,1,8,14,10,16,27,16,281,952,772,2308,0,0,0,0,11,1,1,0,0,1,0,3,0,2,1,0,0,0,10,4,34,6372,11327,34706,17108,17165,91988,11822,9712,17669,7784,9782,14061,12246,16247,17191,39692,4140,9964,2510,2348,353834,0,411,1840,1153,1978,2696,517,119,63,301,583,949,167,1037,846,2161,30,0,21,8,14880
2021-02-21,7539,11324,36215,17286,18817,93926,12608,9710,17717,7783,9781,14457,12344,17213,17319,39665,4124,9683,1570,1582,360663,1169,0,1529,228,1693,2003,790,0,71,0,0,404,112,976,144,0,0,0,13,6,9138,3,3,20,50,48,65,6,2,23,1,1,8,14,10,16,27,16,281,963,775,2332,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,11,3,24,7542,11327,36235,17336,18865,93991,12614,9712,17740,7784,9782,14465,12358,17223,17335,39692,4140,9964,2534,2357,362996,1170,0,1529,228,1700,2003,792,0,71,0,0,404,112,976,144,0,0,0,24,9,9162
2021-02-22,8542,12285,37563,17611,18817,96241,13315,9731,17746,7783,9781,15508,12778,17969,17874,42017,4190,9687,1589,1592,372619,1003,961,1348,325,0,2315,707,21,29,0,0,1051,434,756,555,2352,66,4,19,10,11956,4,3,20,52,48,67,7,2,23,1,1,8,14,10,16,27,20,296,992,801,2412,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,4,15,29,26,80,8546,12288,37583,17663,18865,96308,13322,9733,17769,7784,9782,15516,12792,17979,17890,42044,4210,9983,2582,2393,375032,1004,961,1348,327,0,2317,708,21,29,0,0,1051,434,756,555,2352,70,19,48,36,12036
2021-02-23,9206,12285,38972,18943,18817,97950,13315,9741,17780,7793,9909,16277,13247,18237,18572,44949,4365,9713,1611,1616,383298,664,0,1409,1332,0,1709,0,10,34,10,128,769,469,268,698,2932,175,26,22,24,10679,4,3,20,53,48,68,7,2,23,1,1,10,14,11,16,27,35,332,1019,835,2529,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,15,36,27,34,117,9210,12288,38992,18996,18865,98018,13322,9743,17803,7794,9910,16287,13261,18248,18588,44976,4400,10045,2631,2451,385828,664,0,1409,1333,0,1710,0,10,34,10,128,771,469,269,698,2932,190,62,49,58,10796
2021-02-24,9834,12530,39939,20214,19254,100086,13315,9767,17801,7793,9909,16783,13671,18440,19221,47153,4455,9727,1641,1643,393176,628,245,967,1271,437,2136,0,26,21,0,0,506,424,203,649,2204,90,14,30,27,9878,4,3,20,56,53,69,7,2,23,1,1,10,14,12,16,28,35,359,1043,851,2607,0,0,0,3,5,1,0,0,0,0,0,0,0,1,0,1,0,27,24,16,78,9838,12533,39959,20270,19307,100155,13322,9769,17824,7794,9910,16793,13685,18452,19237,47181,4490,10086,2685,2494,395784,628,245,967,1274,442,2137,0,26,21,0,0,506,424,204,649,2205,90,41,54,43,9956
2021-02-25,10196,13660,41278,20972,19617,104431,13315,9806,17810,7852,9909,17547,14483,19521,20009,49051,4562,9759,1680,1869,407327,362,1130,1339,758,363,4345,0,39,9,59,0,764,812,1081,788,1898,107,32,39,226,14151,4,3,20,56,54,74,7,2,23,2,1,10,14,12,16,32,48,388,1070,868,2704,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,4,13,29,27,17,97,10200,13663,41298,21028,19671,104505,13322,9808,17833,7854,9910,17557,14497,19533,20025,49083,4610,10147,2751,2737,410032,362,1130,1339,758,364,4350,0,39,9,60,0,764,812,1081,788,1902,120,61,66,243,14248
2021-02-26,10613,14381,41913,22428,20384,109910,13315,10064,17818,7862,9909,18706,15624,20475,20628,52588,4654,9770,1716,1883,424641,417,721,635,1456,767,5479,0,258,8,10,0,1159,1141,954,619,3537,92,11,36,14,17314,4,3,20,56,58,80,7,2,23,2,1,12,14,12,16,34,56,407,1088,875,2770,0,0,0,0,4,6,0,0,0,0,0,2,0,0,0,2,8,19,18,7,66,10617,14384,41933,22484,20442,109990,13322,10066,17841,7864,9910,18718,15638,20487,20644,52622,4710,10177,2805,2758,427412,417,721,635,1456,771,5485,0,258,8,10,0,1161,1141,954,619,3539,100,30,54,21,17380
2021-02-27,11416,14852,42043,23961,21367,113674,13315,10137,17818,8106,9909,19734,16294,21167,21095,54691,4684,9770,1738,1889,437660,803,471,130,1533,983,3764,0,73,0,244,0,1028,670,692,467,2103,30,0,22,6,13019,5,4,22,56,65,84,7,2,23,5,1,12,14,13,17,39,56,407,1114,888,2834,1,1,2,0,7,4,0,0,0,3,0,0,0,1,1,5,0,0,26,13,64,11421,14856,42065,24017,21432,113758,13322,10139,17841,8111,9910,19746,16308,21180,21112,54730,4740,10177,2853,2777,440495,804,472,132,1533,990,3768,0,73,0,247,0,1028,670,693,468,2108,30,0,48,19,13083
2021-02-28,12164,14852,42043,25054,21367,116164,13315,10137,17818,8106,9909,20019,16956,21681,21417,55257,4684,9770,1762,1897,444372,748,0,0,1093,0,2490,0,0,0,0,0,285,662,514,322,566,0,0,24,8,6712,5,4,24,56,65,84,7,2,23,5,1,12,14,14,17,41,56,407,1133,903,2873,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,19,15,39,12169,14856,42067,25110,21432,116248,13322,10139,17841,8111,9910,20031,16970,21695,21434,55298,4740,10177,2896,2800,447246,748,0,2,1093,0,2490,0,0,0,0,0,285,662,515,322,568,0,0,43,23,6751
2021-03-01,12164,14852,42044,25800,21368,127831,13315,10309,17832,8136,9909,20638,18310,22285,21939,57986,4696,9770,1800,1909,462893,0,0,1,746,1,11667,0,172,14,30,0,619,1354,604,522,2729,12,0,38,12,18521,5,4,24,56,65,86,7,3,25,5,1,12,14,14,18,41,64,407,1148,921,2920,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,8,0,15,18,47,12169,14856,42068,25856,21433,127917,13322,10312,17857,8141,9910,20650,18324,22299,21957,58027,4760,10177,2949,2830,465814,0,0,1,746,1,11669,0,173,16,30,0,619,1354,604,523,2729,20,0,53,30,18568
2021-03-02,12164,14862,42044,25800,21368,139531,13316,10433,17832,8226,9909,21582,20035,22885,23084,59317,4719,9791,1844,1936,480678,0,10,0,0,0,11700,1,124,0,90,0,944,1725,600,1145,1331,23,21,44,27,17785,5,4,26,56,65,92,7,3,25,5,1,12,17,14,19,41,81,426,1191,942,3032,0,0,2,0,0,6,0,0,0,0,0,0,3,0,1,0,17,19,43,21,112,12169,14866,42070,25856,21433,139623,13323,10436,17857,8231,9910,21594,20052,22899,23103,59358,4800,10217,3036,2878,483711,0,10,2,0,0,11706,1,124,0,90,0,944,1728,600,1146,1331,40,40,87,48,17897
