Date;Nouveaux cas;Cumulatif de cas
2020-11-03;239;43180
2020-11-04;246;43426
2020-11-05;325;43751
2020-11-06;264;44015
2020-11-07;270;44285
2020-11-08;276;44561
2020-11-09;265;44826
2020-11-10;319;45145
2020-11-11;348;45493
2020-11-12;283;45776
2020-11-13;328;46104
2020-11-14;303;46407
2020-11-15;276;46683
2020-11-16;308;46991
2020-11-17;239;47230
2020-11-18;231;47461
2020-11-19;284;47745
2020-11-20;254;47999
2020-11-21;268;48267
2020-11-22;301;48568
2020-11-23;276;48844
2020-11-24;237;49081
2020-11-25;303;49384
2020-11-26;347;49731
2020-11-27;415;50146
2020-11-28;446;50592
2020-11-29;364;50956
2020-11-30;335;51291
2020-12-01;418;51709
2020-12-02;457;52166
2020-12-03;450;52616
2020-12-04;499;53115
2020-12-05;516;53631
2020-12-06;481;54112
2020-12-07;461;54573
2020-12-08;529;55102
2020-12-09;588;55690
2020-12-10;547;56237
2020-12-11;648;56885
2020-12-12;729;57614
2020-12-13;564;58178
2020-12-14;678;58856
2020-12-15;554;59410
2020-12-16;699;60109
2020-12-17;928;61037
2020-12-18;811;61848
2020-12-19;699;62547
2020-12-20;651;63198
2020-12-21;754;63952
2020-12-22;759;64711
2020-12-23;700;65411
2020-12-24;876;66287
2020-12-25;944;67231
2020-12-26;754;67985
2020-12-27;801;68786
2020-12-28;843;69629
2020-12-29;999;70628
2020-12-30;934;71562
2020-12-31;746;72308
2021-01-01;1232;73540
2021-01-02;926;74466
2021-01-03;792;75258
2021-01-04;770;76028
2021-01-05;821;76849
2021-01-06;1093;77942
2021-01-07;1279;79221
2021-01-08;1049;80270
2021-01-09;820;81090
2021-01-10;779;81869
2021-01-11;566;82435
2021-01-12;863;83298
2021-01-13;729;84027
2021-01-14;817;84844
2021-01-15;713;85557
2021-01-16;881;86438
2021-01-17;584;87022
2021-01-18;471;87493
2021-01-19;638;88131
2021-01-20;671;88802
2021-01-21;764;89566
2021-01-22;614;90180
2021-01-23;562;90742
2021-01-24;429;91171
2021-01-25;504;91675
2021-01-26;593;92268
2021-01-27;455;92723
2021-01-28;575;93298
2021-01-29;499;93797
2021-01-30;557;94354
2021-01-31;387;94741
2021-02-01;470;95211
2021-02-02;560;95771
2021-02-03;486;96257
2021-02-04;524;96781
2021-02-05;554;97335
2021-02-06;509;97844
2021-02-07;404;98248
2021-02-08;332;98580
2021-02-09;451;99031
2021-02-10;550;99581
2021-02-11;474;100055
2021-02-12;483;100538
2021-02-13;344;100882
2021-02-14;352;101234
2021-02-15;322;101556
2021-02-16;412;101968
2021-02-17;332;102300
2021-02-18;377;102677
2021-02-19;397;103074
2021-02-20;390;103464
2021-02-21;403;103867
2021-02-22;263;104130
2021-02-23;421;104551
2021-02-24;409;104960
2021-02-25;388;105348
2021-02-26;401;105749
2021-02-27;324;106073
2021-02-28;249;106322
2021-03-01;258;106580
2021-03-02;392;106972
2021-03-03;302;107274
2021-03-04;375;107649
2021-03-05;280;107929
2021-03-06;400;108329
2021-03-07;267;108596
2021-03-08;260;108856
2021-03-09;390;109246
2021-03-10;316;109562
2021-03-11;362;109924
2021-03-12;390;110314
2021-03-13;278;110592
2021-03-14;271;110863
2021-03-15;244;111107
2021-03-16;340;111447
2021-03-17;315;111762
2021-03-18;355;112117
2021-03-19;319;112436
2021-03-20;268;112704
2021-03-21;307;113011
2021-03-22;227;113238
2021-03-23;339;113577
2021-03-24;369;113946
2021-03-25;354;114300
2021-03-26;361;114661
2021-03-27;310;114971
2021-03-28;262;115233
2021-03-29;307;115540
2021-03-30;378;115918
2021-03-31;402;116320
2021-04-01;357;116677
2021-04-02;386;117063
2021-04-03;356;117419
2021-04-04;300;117719
2021-04-05;293;118012
2021-04-06;311;118323
2021-04-07;405;118728
2021-04-08;392;119120
2021-04-09;515;119635
2021-04-10;296;119931
2021-04-11;377;120308
2021-04-12;261;120569
2021-04-13;373;120942
2021-04-14;354;121296
2021-04-15;431;121727
2021-04-16;367;122094
2021-04-17;351;122445
2021-04-18;217;122662
2021-04-19;253;122915
2021-04-20;273;123188
2021-04-21;312;123500
2021-04-22;316;123816
2021-04-23;228;124044
2021-04-24;341;124385
2021-04-25;198;124583
2021-04-26;245;124828
2021-04-27;292;125120
2021-04-28;310;125430
2021-04-29;343;125773
2021-04-30;323;126096
2021-05-01;262;126358
2021-05-02;211;126569
2021-05-03;224;126793
2021-05-04;237;127030
2021-05-05;200;127230
2021-05-06;259;127489
2021-05-07;279;127768
2021-05-08;212;127980
2021-05-09;196;128176
2021-05-10;188;128364
2021-05-11;261;128625
2021-05-12;261;128886
2021-05-13;291;129177
2021-05-14;243;129420
2021-05-15;207;129627
2021-05-16;186;129813
2021-05-17;190;130003
2021-05-18;206;130209
2021-05-19;263;130472
2021-05-20;248;130720
2021-05-21;196;130916
2021-05-22;181;131097
2021-05-23;113;131210
2021-05-24;155;131365
2021-05-25;164;131529
2021-05-26;154;131683
2021-05-27;146;131829
2021-05-28;140;131969
2021-05-29;83;132052
2021-05-30;80;132132
2021-05-31;83;132215
2021-06-01;107;132322
2021-06-02;99;132421
2021-06-03;84;132505
2021-06-04;87;132592
2021-06-05;73;132665
2021-06-06;49;132714
2021-06-07;59;132773
2021-06-08;56;132829
2021-06-09;42;132871
2021-06-10;64;132935
2021-06-11;67;133002
2021-06-12;51;133053
2021-06-13;35;133088
2021-06-14;36;133124
2021-06-15;62;133186
2021-06-16;45;133231
2021-06-17;57;133288
2021-06-18;50;133338
2021-06-19;24;133362
2021-06-20;27;133389
2021-06-21;28;133417
2021-06-22;45;133462
2021-06-23;28;133490
2021-06-24;27;133517
2021-06-25;35;133552
2021-06-26;35;133587
2021-06-27;13;133600
2021-06-28;38;133638
2021-06-29;40;133678
2021-06-30;26;133704
2021-07-01;25;133729
2021-07-02;26;133755
2021-07-03;23;133778
2021-07-04;12;133790
2021-07-05;22;133812
2021-07-06;30;133842
2021-07-07;29;133871
2021-07-08;33;133904
2021-07-09;25;133929
2021-07-10;18;133947
2021-07-11;20;133967
2021-07-12;27;133994
2021-07-13;31;134025
2021-07-14;32;134057
2021-07-15;40;134097
2021-07-16;30;134127
2021-07-17;32;134159
2021-07-18;35;134194
2021-07-19;28;134222
2021-07-20;54;134276
2021-07-21;53;134329
2021-07-22;48;134377
2021-07-23;46;134423
2021-07-24;33;134456
2021-07-25;35;134491
2021-07-26;40;134531
2021-07-27;52;134583
2021-07-28;48;134631
2021-07-29;16;134647
2021-07-30;106;134753
2021-07-31;52;134805
2021-08-01;43;134848
2021-08-02;54;134902
2021-08-03;52;134954
2021-08-04;94;135048
2021-08-05;103;135151
2021-08-06;92;135243
2021-08-07;86;135329
2021-08-08;69;135398
2021-08-09;86;135484
2021-08-10;105;135589
2021-08-11;152;135741
2021-08-12;143;135884
2021-08-13;158;136042
2021-08-14;142;136184
2021-08-15;135;136319
2021-08-16;138;136457
2021-08-17;148;136605
2021-08-18;201;136806
2021-08-19;179;136985
2021-08-20;208;137193
2021-08-21;157;137350
2021-08-22;129;137479
2021-08-23;160;137639
2021-08-24;217;137856
2021-08-25;225;138081
2021-08-26;246;138327
2021-08-27;200;138527
2021-08-28;154;138681
2021-08-29;133;138814
2021-08-30;181;138995
2021-08-31;246;139241
2021-09-01;274;139515
2021-09-02;245;139760
2021-09-03;249;140009
2021-09-04;204;140213
2021-09-05;192;140405
2021-09-06;182;140587
2021-09-07;203;140790
2021-09-08;238;141028
2021-09-09;315;141343
2021-09-10;286;141629
2021-09-11;236;141865
2021-09-12;203;142068
2021-09-13;233;142301
2021-09-14;249;142550
2021-09-15;318;142868
2021-09-16;284;143152
2021-09-17;266;143418
2021-09-18;261;143679
2021-09-19;212;143891
2021-09-20;207;144098
2021-09-21;227;144325
2021-09-22;251;144576
2021-09-23;210;144786
2021-09-24;268;145054
2021-09-25;210;145264
2021-09-26;137;145401
2021-09-27;140;145541
2021-09-28;188;145729
2021-09-29;234;145963
2021-09-30;189;146152
2021-10-01;149;146301
2021-10-02;119;146420
2021-10-03;127;146547
2021-10-04;119;146666
2021-10-05;130;146796
2021-10-06;161;146957
2021-10-07;175;147132
2021-10-08;155;147287
2021-10-09;154;147441
2021-10-10;91;147532
2021-10-11;129;147661
2021-10-12;156;147817
2021-10-13;146;147963
2021-10-14;192;148155
2021-10-15;207;148362
2021-10-16;142;148504
2021-10-17;95;148599
2021-10-18;121;148720
2021-10-19;119;148839
2021-10-20;142;148981
2021-10-21;89;149070
2021-10-22;120;149190
2021-10-23;99;149289
2021-10-24;102;149391
2021-10-25;103;149494
2021-10-26;147;149641
2021-10-27;141;149782
2021-10-28;168;149950
2021-10-29;138;150088
2021-10-30;143;150231
2021-10-31;140;150371
2021-11-01;123;150494
2021-11-02;111;150605
2021-11-03;164;150769
2021-11-04;153;150922
2021-11-05;165;151087
2021-11-06;205;151292
2021-11-07;179;151471
2021-11-08;153;151624
2021-11-09;233;151857
2021-11-10;212;152069
2021-11-11;197;152266
2021-11-12;188;152454
2021-11-13;168;152622
2021-11-14;141;152763
2021-11-15;135;152898
2021-11-16;268;153166
2021-11-17;238;153404
2021-11-18;192;153596
2021-11-19;256;153852
2021-11-20;206;154058
2021-11-21;216;154274
2021-11-22;179;154453
2021-11-23;237;154690
2021-11-24;302;154992
2021-11-25;302;155294
2021-11-26;245;155539
2021-11-27;219;155758
2021-11-28;223;155981
2021-11-29;292;156273
2021-11-30;339;156612
2021-12-01;385;156997
2021-12-02;409;157406
2021-12-03;384;157790
2021-12-04;387;158177
2021-12-05;341;158518
2021-12-06;345;158863
2021-12-07;403;159266
2021-12-08;498;159764
2021-12-09;559;160323
2021-12-10;546;160869
2021-12-11;448;161317
2021-12-12;414;161731
2021-12-13;724;162455
2021-12-14;915;163370
2021-12-15;974;164344
2021-12-16;1147;165491
2021-12-17;1164;166655
2021-12-18;1611;168266
2021-12-19;1414;169680
2021-12-20;2022;171702
2021-12-21;2428;174130
2021-12-22;3330;177460
2021-12-23;3320;180780
2021-12-24;3385;184165
2021-12-25;3051;187216
2021-12-26;2953;190169
2021-12-27;3895;194064
2021-12-28;4634;198698
2021-12-29;4616;203314
2021-12-30;4412;207726
2021-12-31;3929;211655
2022-01-01;3684;215339
2022-01-02;3853;219192
2022-01-03;3605;222797
2022-01-04;4304;227101
2022-01-05;4458;231559
2022-01-06;3807;235366
2022-01-07;3197;238563
2022-01-08;2522;241085
2022-01-09;3257;244342
2022-01-10;3282;247624
2022-01-11;2164;249788
2022-01-12;2033;251821
2022-01-13;1928;253749
2022-01-14;1709;255458
2022-01-15;1281;256739
2022-01-16;1142;257881
;371;258252
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
