No,RSS,NoRLS,RLS,Cas vague 1,Taux cas vague 1,Cas vague 2,Taux cas vague 2,Cas vague 3,Taux cas vague 3,Cas vague 4,Taux cas vague 4,Cas vague 5,Taux cas vague 5,Cas vague 6,Taux cas vague 6
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,169,158.34,2712,2524.87,418,386.72,857,792.87,3633,3338.07,1432,1306.77
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,83,156.54,633,1188.27,210,392.37,664,1240.63,2347,4361.68,868,1604.50
05,05 - Estrie,0514,0514 - RLS de Coaticook,12,63.63,402,2126.93,189,997.84,168,886.96,793,4174.34,249,1306.88
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,262,153.07,3635,2116.78,972,564.17,2000,1160.85,9083,5229.12,3515,2007.28
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,69,217.37,562,1765.85,171,535.90,293,918.24,1322,4128.15,461,1434.39
05,05 - Estrie,0517,0517 - RLS d'Asbestos,44,305.41,541,3752.25,62,429.69,482,3340.49,678,4691.55,229,1582.15
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,29,126.49,355,1543.51,127,550.45,408,1768.38,931,4020.73,413,1777.26
05,05 - Estrie,0519,0519 - RLS du Granit,11,50.95,809,3743.98,745,3444.77,556,2570.86,1624,7499.94,216,996.31
05,05 - Estrie,,Total (incluant inconnus),790,158.78,10495,2100.60,3115,620.89,5717,1139.53,22059,4369.51,8173,1608.92
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1457,645.11,7253,3223.66,2213,987.37,2067,922.23,11674,5196.07,2996,1330.32
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,2009,1347.99,5626,3795.30,1721,1167.29,1407,954.32,8998,6073.06,2078,1395.66
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1310,995.86,4683,3586.21,1196,922.68,1529,1179.57,6820,5220.37,2031,1542.60
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2627,1063.58,10614,4346.46,2726,1129.24,2481,1027.75,13569,5548.93,3354,1354.24
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1642,980.02,4222,2541.41,1225,743.74,1554,943.48,9185,5541.01,2344,1405.12
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1396,863.25,4379,2738.36,1187,750.74,1431,905.06,9854,6143.28,2399,1474.54
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1698,1046.46,8566,5298.89,2842,1764.66,1998,1240.60,8465,5201.05,1933,1175.36
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,3848,2230.76,9025,5260.43,1985,1163.33,2360,1383.10,10812,6312.47,2077,1208.06
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,909,785.90,3564,3106.23,830,729.29,1084,952.46,8291,7243.67,1657,1439.53
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2102,1515.61,8801,6379.20,2178,1587.02,2610,1901.81,8436,6118.61,1358,980.43
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3326,1591.59,10084,4829.58,2371,1136.52,3205,1536.29,13262,6333.55,2699,1284.22
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2317,1225.49,6332,3368.29,1759,941.10,2098,1122.47,11638,6202.30,2527,1341.50
06,06 - Montréal,,Total (incluant inconnus),25422,1228.21,84076,4087.79,22368,1094.50,24012,1174.95,122635,5960.17,28055,1354.34
07,07 - Outaouais,0711,0711 - RLS du Pontiac,n.d.,n.d.,80,396.58,282,1394.45,61,301.64,656,3236.55,167,822.09
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,n.d.,n.d.,409,1976.90,103,497.30,41,197.95,896,4320.47,229,1102.82
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,14,35.71,315,798.62,316,796.39,128,322.59,1944,4871.94,396,986.92
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,315,119.48,3934,1485.40,3802,1429.09,1562,587.12,13935,5203.31,2825,1047.94
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,22,38.10,685,1180.02,575,985.40,239,409.58,3234,5513.64,749,1270.42
07,07 - Outaouais,,Total (incluant inconnus),361,89.94,5456,1353.18,5106,1260.71,2048,505.67,20793,5104.15,4398,1073.37
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,7,34.08,91,442.97,5,24.33,29,141.14,691,3361.47,444,2158.90
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,n.d.,n.d.,257,1036.98,19,76.72,42,169.60,1022,4128.29,417,1684.98
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,94,218.02,169,392.43,121,281.30,61,141.81,1401,3253.86,861,1997.77
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,6,13.75,196,448.78,93,212.82,100,228.84,2065,4720.81,824,1881.88
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,8,50.66,35,221.81,29,183.94,199,1262.21,732,4646.29,324,2058.06
08,08 - Abitibi-Témiscamingue,,Total (incluant inconnus),122,82.49,750,507.29,269,182.01,432,292.30,5922,4004.98,2874,1942.67
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,0,0.00,11,337.01,n.d.,n.d.,n.d.,n.d.,216,6575.34,89,2701.06
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,41.80,129,318.44,178,441.13,210,520.43,1920,4773.51,1199,2990.55
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,41,556.16,40,543.85,6,81.77,n.d.,n.d.,313,4275.08,135,1848.05
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,36,130.73,54,196.47,20,72.90,37,134.87,1799,6565.57,720,2630.81
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,n.d.,n.d.,13,202.35,8,124.77,n.d.,n.d.,354,5530.39,402,6291.08
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,0.00,6,130.32,n.d.,n.d.,n.d.,n.d.,364,7964.12,425,9334.50
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,0.00,0,0.00,0,0.00,n.d.,n.d.,n.d.,n.d.,6,903.61
09,09 - Côte-Nord,,Total (incluant inconnus),103,113.78,258,285.75,225,249.86,265,294.28,5075,5647.74,3008,3354.60
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,n.d.,n.d.,86,640.67,20,149.51,26,194.36,763,5719.43,378,2841.25
10,10 - Nord-du-Québec,,Total (incluant inconnus),14,103.93,96,715.16,20,149.51,29,216.79,801,6004.27,379,2848.77
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,123,379.14,640,1969.62,135,414.81,150,460.90,1085,3329.34,967,2963.26
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,n.d.,n.d.,32,300.20,99,931.59,11,103.51,531,5008.02,395,3733.81
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,13,69.42,436,2326.70,48,255.99,14,74.66,474,2522.01,678,3599.11
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,30,186.78,404,2522.40,71,444.56,97,607.35,815,5114.21,764,4804.73
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,9,70.46,33,257.44,16,124.39,10,77.74,471,3650.03,544,4202.39
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total (incluant inconnus),179,197.36,1551,1709.52,372,409.89,287,316.23,3390,3732.39,3359,3695.43
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,306,117.84,5870,2254.03,3663,1402.49,2050,784.90,15384,5867.37,5274,2003.70
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,32,74.36,1262,2931.44,467,1084.36,903,2096.73,4213,9767.01,1101,2548.43
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,32,43.66,3165,4317.40,2490,3395.75,2110,2877.52,6262,8525.59,1510,2052.41
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,8,48.29,422,2547.00,327,1973.33,408,2462.13,1214,7321.85,306,1844.48
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,12,29.83,542,1349.80,508,1267.40,66,164.66,1972,4925.51,826,2065.46
12,12 - Chaudière-Appalaches,,Total (incluant inconnus),393,90.81,11350,2618.20,7477,1721.91,5569,1282.51,29602,6798.84,9074,2078.48
13,13 - Laval,1311,1311 - RLS de Laval,4816,1088.00,19901,4482.92,5287,1187.53,7119,1599.02,27723,6192.79,5859,1301.65
13,13 - Laval,,Total (incluant inconnus),4899,1106.75,19916,4486.30,5295,1189.33,7134,1602.39,27810,6212.22,5877,1305.65
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1224,542.08,6550,2882.12,802,350.63,1646,719.63,12291,5334.94,3201,1379.48
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2173,727.80,9958,3318.19,2069,685.93,3363,1114.92,21960,7240.34,4492,1472.95
14,14 - Lanaudière,,Total (incluant inconnus),3471,661.94,16553,3138.80,2878,542.65,5024,947.27,34339,6434.29,7710,1435.73
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,20,55.76,766,2132.93,127,353.16,264,734.13,2188,6074.66,769,2131.61
15,15 - Laurentides,1512,1512 - RLS des Laurentides,141,288.37,702,1425.80,208,419.56,611,1232.45,3149,6305.06,796,1582.13
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,179,394.45,635,1386.61,144,311.62,565,1222.68,2377,5099.49,731,1554.82
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,78,231.23,417,1228.78,186,544.83,278,814.32,1823,5308.21,414,1198.37
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,552,441.45,2765,2198.60,685,541.58,1095,865.74,7661,6018.21,1907,1488.53
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,808,453.63,3686,2049.95,1110,611.58,2286,1259.52,12892,7034.35,3121,1686.61
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1003,609.52,4042,2445.84,1127,679.06,1449,873.08,12064,7233.18,2789,1663.99
15,15 - Laurentides,,Total (incluant inconnus),2847,450.77,13166,2071.07,3623,566.24,6598,1031.21,42710,6629.17,10616,1636.46
16,16 - Montérégie,1611,1611 - RLS de Champlain,1577,695.63,5571,2451.48,1612,707.64,2122,931.51,10006,4369.26,2849,1237.53
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,621,317.12,3926,1994.15,985,497.67,1520,767.97,9335,4690.50,3213,1605.58
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,1743,663.19,6516,2474.61,1727,654.64,1808,685.35,12146,4583.87,3518,1321.88
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,785,353.20,5947,2669.02,1177,526.90,1101,492.88,9626,4292.92,3166,1406.62
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,42,81.03,1097,2111.08,166,318.65,497,954.03,2560,4900.46,921,1758.14
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,546,338.07,3097,1904.18,1094,667.98,992,605.70,7842,4754.56,1910,1149.94
16,16 - Montérégie,1632,1632 - RLS du Suroît,476,781.48,1217,1985.14,328,531.60,520,842.77,3686,5933.34,1080,1726.73
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,88,357.88,478,1935.61,123,495.95,106,427.40,945,3790.69,232,925.85
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,870,373.46,5356,2285.93,1627,690.44,1652,701.05,12199,5138.29,3838,1604.65
16,16 - Montérégie,,Total (incluant inconnus),6804,472.70,33321,2305.69,8869,611.26,10374,714.99,68788,4715.14,20873,1423.02
17,17 - Nunavik,1701,1701 - Nunavik,n.d.,n.d.,49,338.09,19,129.91,887,6064.96,1738,11784.65,397,2669.63
17,17 - Nunavik,,Total (incluant inconnus),n.d.,n.d.,54,372.59,20,136.75,890,6085.47,1762,11947.38,399,2683.07
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,5,27.25,100,540.39,7,37.51,27,144.67,1156,6143.38,920,4849.51
18,18 - Terres-Cries-de-la-Baie-James,,Total (incluant inconnus),5,27.25,100,540.39,7,37.51,33,176.82,1180,6270.93,927,4886.41

