No,RSS,NoRLS,RLS,Cas vague 1,Taux cas vague 1,Cas vague 2,Taux cas vague 2,Cas vague 3,Taux cas vague 3,Cas vague 4,Taux cas vague 4,Cas vague 5,Taux cas vague 5,Cas vague 6,Taux cas vague 6,Cas vague 7,Taux cas vague 7
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1310,995.86,4684,3586.98,1199,924.99,1529,1179.57,6854,5246.40,1809,1373.98,1483,1126.38
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2627,1063.58,10623,4350.14,2744,1136.70,2476,1025.68,13626,5572.24,3014,1216.96,2693,1087.35
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1642,980.02,4224,2542.61,1227,744.95,1554,943.48,9226,5565.74,2146,1286.42,1786,1070.62
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1396,863.25,4379,2738.36,1197,757.06,1434,906.96,9912,6179.44,2172,1335.01,1662,1021.54
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1697,1045.84,8568,5300.13,2849,1769.00,1996,1239.36,8492,5217.64,1750,1064.09,1616,982.61
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,3848,2230.76,9026,5261.01,1988,1165.09,2359,1382.52,10843,6330.57,1897,1103.36,2118,1231.90
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,909,785.90,3564,3106.23,835,733.68,1085,953.34,8310,7260.27,1526,1325.72,1231,1069.44
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2102,1515.61,8801,6379.20,2184,1591.40,2615,1905.45,8450,6128.76,1232,889.46,1616,1166.69
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3326,1591.59,10085,4830.06,2373,1137.47,3207,1537.24,13291,6347.39,2489,1184.30,2749,1308.01
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2318,1226.01,6334,3369.36,1767,945.38,2094,1120.33,11666,6217.22,2288,1214.62,2400,1274.08
06,06 - Montréal,,Total (incluant inconnus),25422,1228.21,84098,4088.86,22441,1098.07,23977,1173.23,123052,5980.43,25253,1219.08,23778,1147.87
07,07 - Outaouais,0711,0711 - RLS du Pontiac,n.d.,n.d.,80,396.58,283,1399.40,61,301.64,662,3266.15,149,733.48,124,610.42
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,n.d.,n.d.,409,1976.90,102,492.47,41,197.95,896,4320.47,215,1035.40,221,1064.29
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,14,35.71,315,798.62,317,798.91,129,325.11,1964,4922.06,353,879.75,232,578.19
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,315,119.48,3935,1485.78,3818,1435.10,1569,589.75,14034,5240.27,2499,927.01,2040,756.74
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,22,38.10,685,1180.02,575,985.40,240,411.30,3245,5532.40,697,1182.22,528,895.57
07,07 - Outaouais,,Total (incluant inconnus),361,89.94,5457,1353.43,5120,1264.17,2052,506.65,20908,5132.38,3937,960.86,3159,770.98
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,7,34.08,91,442.97,5,24.33,29,141.14,692,3366.33,423,2056.79,278,1351.75
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,n.d.,n.d.,257,1036.98,19,76.72,42,169.60,1023,4132.33,386,1559.72,411,1660.74
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,94,218.02,169,392.43,122,283.62,61,141.81,1412,3279.41,809,1877.12,502,1164.79
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,6,13.75,196,448.78,93,212.82,100,228.84,2071,4734.53,735,1678.62,595,1358.88
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,8,50.66,35,221.81,29,183.94,199,1262.21,732,4646.29,311,1975.48,227,1441.91
08,08 - Abitibi-Témiscamingue,,Total (incluant inconnus),122,82.49,750,507.29,270,182.69,432,292.30,5940,4017.15,2665,1801.39,2014,1361.35
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,0,0.00,11,337.01,n.d.,n.d.,n.d.,n.d.,217,6605.78,86,2610.02,65,1972.69
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,41.80,129,318.44,178,441.13,210,520.43,1921,4775.99,1125,2805.98,829,2067.69
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,41,556.16,40,543.85,6,81.77,n.d.,n.d.,313,4275.08,124,1697.47,118,1615.33
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,36,130.73,54,196.47,20,72.90,37,134.87,1803,6580.17,604,2206.96,617,2254.46
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,n.d.,n.d.,13,202.35,8,124.77,n.d.,n.d.,354,5530.39,355,5555.56,274,4287.95
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,0.00,6,130.32,n.d.,n.d.,n.d.,n.d.,364,7964.12,402,8829.34,272,5974.08
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,0.00,0,0.00,0,0.00,n.d.,n.d.,n.d.,n.d.,5,753.01,n.d.,n.d.
09,09 - Côte-Nord,,Total (incluant inconnus),103,113.78,258,285.75,225,249.86,265,294.28,5081,5654.41,2727,3041.22,2217,2472.45
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,n.d.,n.d.,86,640.67,20,149.51,26,194.36,763,5719.43,341,2563.14,336,2525.56
10,10 - Nord-du-Québec,,Total (incluant inconnus),14,103.93,96,715.16,20,149.51,29,216.79,801,6004.27,342,2570.66,338,2540.59
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,123,379.14,640,1969.62,135,414.81,150,460.90,1087,3335.48,890,2727.30,827,2534.24
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,n.d.,n.d.,32,300.20,100,941.00,10,94.10,531,5008.02,363,3431.33,308,2911.43
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,13,69.42,436,2326.70,48,255.99,14,74.66,474,2522.01,637,3381.46,455,2415.33
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,30,186.78,404,2522.40,71,444.56,97,607.35,815,5114.21,749,4710.40,437,2748.25
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,9,70.46,33,257.44,16,124.39,10,77.74,471,3650.03,539,4163.77,272,2101.20
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total (incluant inconnus),179,197.36,1551,1709.52,373,410.99,286,315.13,3392,3734.59,3188,3507.31,2313,2544.67
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,306,117.84,5870,2254.03,3664,1402.87,2052,785.67,15409,5876.90,5010,1903.40,3497,1328.58
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,32,74.36,1262,2931.44,467,1084.36,903,2096.73,4213,9767.01,1050,2430.39,684,1583.22
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,32,43.66,3165,4317.40,2490,3395.75,2112,2880.25,6264,8528.31,1458,1981.73,971,1319.80
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,8,48.29,422,2547.00,328,1979.36,407,2456.10,1214,7321.85,294,1772.15,195,1175.41
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,12,29.83,542,1349.80,508,1267.40,66,164.66,1973,4928.00,787,1967.94,548,1370.31
12,12 - Chaudière-Appalaches,,Total (incluant inconnus),393,90.81,11350,2618.20,7479,1722.37,5567,1282.05,29629,6805.05,8650,1981.36,5930,1358.32
13,13 - Laval,1311,1311 - RLS de Laval,4815,1087.77,19904,4483.60,5298,1190.00,7120,1599.25,27812,6212.67,5324,1182.79,5327,1183.46
13,13 - Laval,,Total (incluant inconnus),4898,1106.52,19919,4486.98,5304,1191.35,7127,1600.82,27896,6231.43,5334,1185.01,5337,1185.68
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1224,542.08,6550,2882.12,806,352.38,1645,719.19,12314,5344.92,3006,1295.44,2672,1151.51
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2173,727.80,9958,3318.19,2074,687.59,3360,1113.93,22003,7254.52,4195,1375.56,3458,1133.90
14,14 - Lanaudière,,Total (incluant inconnus),3471,661.94,16552,3138.61,2885,543.97,5017,945.95,34402,6446.09,7206,1341.87,6134,1142.25
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,21,58.55,766,2132.93,127,353.16,264,734.13,2190,6080.21,709,1965.30,755,2092.80
15,15 - Laurentides,1512,1512 - RLS des Laurentides,141,288.37,702,1425.80,208,419.56,612,1234.47,3160,6327.09,741,1472.81,608,1208.46
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,179,394.45,635,1386.61,147,318.11,564,1220.52,2394,5135.96,632,1344.25,618,1314.47
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,78,231.23,417,1228.78,185,541.90,278,814.32,1829,5325.69,374,1082.58,358,1036.27
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,551,440.65,2765,2198.60,688,543.96,1095,865.74,7677,6030.78,1749,1365.20,1573,1227.82
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,808,453.63,3687,2050.51,1111,612.13,2290,1261.72,12932,7056.18,2854,1542.32,2611,1411.00
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1004,610.13,4043,2446.44,1129,680.26,1448,872.47,12112,7261.96,2533,1511.26,2126,1268.43
15,15 - Laurentides,,Total (incluant inconnus),2848,450.92,13168,2071.38,3626,566.71,6598,1031.21,42850,6650.90,9663,1489.55,8755,1349.58
16,16 - Montérégie,1611,1611 - RLS de Champlain,1577,695.63,5571,2451.48,1618,710.27,2125,932.83,10041,4384.54,2594,1126.76,2405,1044.67
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,621,317.12,3925,1993.64,985,497.67,1523,769.49,9340,4693.01,2967,1482.65,2178,1088.37
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,1743,663.19,6516,2474.61,1730,655.78,1809,685.73,12182,4597.46,3233,1214.79,2746,1031.80
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,785,353.20,5947,2669.02,1180,528.25,1098,491.54,9647,4302.29,2958,1314.21,2439,1083.62
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,42,81.03,1097,2111.08,167,320.57,497,954.03,2560,4900.46,897,1712.32,458,874.30
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,546,338.07,3101,1906.64,1096,669.20,991,605.09,7907,4793.97,1693,1019.29,1446,870.58
16,16 - Montérégie,1632,1632 - RLS du Suroît,476,781.48,1217,1985.14,329,533.22,520,842.77,3694,5946.22,1010,1614.81,885,1414.96
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,88,357.88,478,1935.61,123,495.95,106,427.40,947,3798.71,210,838.06,236,941.81
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,870,373.46,5357,2286.36,1635,693.83,1650,700.20,12235,5153.46,3500,1463.33,2874,1201.61
16,16 - Montérégie,,Total (incluant inconnus),6804,472.70,33324,2305.90,8889,612.64,10368,714.57,68995,4729.33,19174,1307.19,15764,1074.71
17,17 - Nunavik,1701,1701 - Nunavik,n.d.,n.d.,49,338.09,19,129.91,887,6064.96,1738,11784.65,377,2535.14,226,1519.74
17,17 - Nunavik,,Total (incluant inconnus),n.d.,n.d.,54,372.59,20,136.75,890,6085.47,1762,11947.38,379,2548.58,227,1526.46
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,5,27.25,100,540.39,7,37.51,27,144.67,1165,6191.21,894,4712.46,522,2751.57
18,18 - Terres-Cries-de-la-Baie-James,,Total (incluant inconnus),5,27.25,100,540.39,7,37.51,33,176.82,1181,6276.24,899,4738.81,524,2762.11

