Date,Regroupement,Croisement,Nom,dec_hebdo_tot_n,dec_hebdo_tot_t,dec_quo_tot_t,dec_quo_tot_n,dec_quo_tot_m,dec_quo_tot_tm,hos_heb_testpos_n,hos_heb_testpos_t,hos_quo_testpos_t,hos_quo_testpos_n,hos_quo_testpos_m,hos_act_testpos_n,hos_heb_dxurg_n,hos_heb_dxurg_t,hos_quo_dxurg_t,hos_quo_dxurg_n,hos_quo_dxurg_m,hos_act_dxurg_n,psi_quo_pos_n,psi_quo_inf_n,psi_quo_tes_n,psi_quo_pos_t,psi_heb_pos_n,psi_heb_inf_n,psi_heb_tes_n,psi_heb_pos_t,psi_quo_tot_m,psi_heb_cas_t
2025-01-14,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,6,4.01,1.34,2,0.86,18,0,0.00,0.00,0,0.00,0,0,9,9,0.00,12,243,255,4.71,1.57,8.02
2025-01-14,Région,RSS09,09 - Côte-Nord,1,1.12,0.00,0,0.00,0.00,2,2.24,1.12,1,0.43,20,0,0.00,0.00,0,0.00,0,3,33,36,8.33,12,193,205,5.85,1.57,13.44
2025-01-14,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,1,11,12,8.33,4,55,59,6.78,0.71,29.79
2025-01-14,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,11,11.90,2.16,2,1.29,20,0,0.00,0.00,0,0.00,1,4,39,43,9.30,18,266,284,6.34,2.57,19.48
2025-01-14,Région,RSS12,12 - Chaudière-Appalaches,2,0.43,0.00,0,0.29,0.06,23,5.00,0.43,2,3.43,45,4,0.87,0.22,1,0.57,5,9,128,137,6.57,44,734,778,5.66,6.71,9.57
2025-01-14,Région,RSS13,13 - Laval,1,0.22,0.00,0,0.14,0.03,20,4.32,0.43,2,3.14,74,2,0.43,0.00,0,0.29,10,19,78,97,19.59,59,599,658,8.97,8.86,12.73
2025-01-14,Région,RSS14,14 - Lanaudière,0,0.00,0.00,0,0.00,0.00,9,1.58,0.53,3,1.71,45,2,0.35,0.00,0,0.43,7,12,159,171,7.02,55,870,925,5.95,7.86,9.68
2025-01-14,Région,RSS15,15 - Laurentides,3,0.44,0.00,0,0.43,0.06,28,4.10,0.88,6,4.71,83,5,0.73,0.15,1,1.14,11,14,196,210,6.67,96,1226,1322,7.26,14.71,14.07
2025-01-14,Région,RSS16,16 - Montérégie,3,0.20,0.07,1,0.57,0.04,48,3.15,0.39,6,8.43,217,10,0.66,0.00,0,1.71,13,28,332,360,7.78,146,2291,2437,5.99,22.71,9.57
2025-01-14,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,5,0,0.00,0.00,0,0.00,0,0,6,6,0.00,2,71,73,2.74,0.29,13.67
2025-01-14,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,4,20.79,0.00,0,0.57,11,0,0.00,0.00,0,0.00,0,1,22,23,4.35,5,94,99,5.05,0.71,25.99
2025-01-14,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,1,0,.,.,0,0.00,0,0,3,3,0.00,1,22,23,4.35,0.14,.
2025-01-14,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,2,1,3,66.67,5,15,20,25.00,0.57,.
2025-01-14,Région,RSS99,Ensemble du Québec,26,0.29,0.04,4,4.29,0.05,289,3.17,0.46,42,45.57,1168,42,0.46,0.04,4,7.00,105,172,2070,2242,7.67,898,13548,14446,6.22,134.71,9.85
2025-01-14,Groupe de région,REG01,Montréal et Laval,8,0.30,0.00,0,1.14,0.04,81,3.05,0.23,6,11.14,.,10,0.38,0.00,0,1.14,.,53,514,567,9.35,279,3426,3705,7.53,40.86,10.50
2025-01-14,Groupe de région,REG02,Ceinture de Montréal,3,0.19,0.00,0,0.57,0.04,40,2.52,0.44,7,6.29,.,8,0.50,0.00,0,1.43,.,28,393,421,6.65,164,2445,2609,6.29,22.71,10.31
2025-01-14,Groupe de région,REG03,Autres régions,15,0.31,0.08,4,2.57,0.05,168,3.45,0.60,29,28.14,.,24,0.49,0.08,4,4.43,.,89,1159,1248,7.13,449,7640,8089,5.55,70.43,9.22
2025-01-14,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,3,3,0.00,1,22,23,4.35,0.14,.
2025-01-14,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,2,1,3,66.67,5,15,20,25.00,0.57,.
2025-01-14,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,9,1.02,0.34,3,1.00,7,0,0.00,0.00,0,0.00,0,15,209,224,6.70,63,1442,1505,4.19,8.29,7.12
2025-01-14,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,3,0.30,0.20,2,0.43,6,0,0.00,0.00,0,0.00,0,1,31,32,3.13,7,319,326,2.15,1.00,0.70
2025-01-14,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,2,0.18,0.00,0,0.43,15,0,0.00,0.00,0,0.00,0,14,107,121,11.57,52,677,729,7.13,8.00,4.72
2025-01-14,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,7,0.56,0.08,1,1.14,31,0,0.00,0.00,0,0.00,0,19,138,157,12.10,82,906,988,8.30,11.86,6.52
2025-01-14,Groupe d'âge,40_49,40-49 ans,0,0.00,0.00,0,0.00,0.00,12,0.99,0.25,3,1.86,40,0,0.00,0.00,0,0.00,0,24,147,171,14.04,101,867,968,10.43,13.71,8.30
2025-01-14,Groupe d'âge,50_59,50-59 ans,1,0.09,0.00,0,0.14,0.01,12,1.12,0.09,1,1.86,54,2,0.19,0.00,0,0.29,4,16,179,195,8.21,83,1162,1245,6.67,12.29,7.77
2025-01-14,Groupe d'âge,60_69,60-69 ans,3,0.25,0.00,0,0.29,0.02,25,2.05,0.08,1,4.29,147,5,0.41,0.00,0,0.86,6,16,296,312,5.13,100,1769,1869,5.35,15.00,8.19
2025-01-14,Groupe d'âge,70_79,70-79 ans,4,0.45,0.00,0,0.71,0.08,80,9.07,1.70,15,12.29,342,13,1.47,0.00,0,2.14,35,33,368,401,8.23,166,2490,2656,6.25,26.29,18.82
2025-01-14,Groupe d'âge,80_89,80-89 ans,10,2.53,0.25,1,1.43,0.36,102,25.79,3.29,13,15.43,376,20,5.06,1.01,4,3.14,45,25,388,413,6.05,183,2612,2795,6.55,27.14,46.27
2025-01-14,Groupe d'âge,90_,90 ans et plus,8,8.74,3.28,3,1.71,1.87,37,40.40,3.28,3,6.86,150,2,2.18,0.00,0,0.57,15,9,206,215,4.19,61,1299,1360,4.49,11.14,66.61
2025-01-14,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,1,1,0.00,0,5,5,0.00,0.00,.
2025-01-14,Groupe d'âge,TOT,Total,26,0.29,0.04,4,4.29,0.05,289,3.17,0.46,42,45.57,1168,42,0.46,0.04,4,7.00,105,172,2070,2242,7.67,898,13548,14446,6.22,134.71,9.85
2025-01-14,Sexe,MASC,Masculin,14,0.31,0.02,1,2.29,0.05,141,3.08,0.52,24,22.29,.,19,0.41,0.04,2,3.14,.,59,909,968,6.10,341,5859,6200,5.50,51.43,7.44
2025-01-14,Sexe,FEM,Féminin,12,0.26,0.07,3,2.00,0.04,148,3.27,0.40,18,23.29,.,23,0.51,0.04,2,3.86,.,113,1161,1274,8.87,556,7683,8239,6.75,83.14,12.27
2025-01-14,Sexe,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,0,0,.,1,6,7,14.29,0.14,.
2025-01-14,Sexe,TOT,Total,26,0.29,0.04,4,4.29,0.05,289,3.17,0.46,42,45.57,.,42,0.46,0.04,4,7.00,.,172,2070,2242,7.67,898,13548,14446,6.22,134.71,9.85
2025-01-15,Région,RSS01,01 - Bas-Saint-Laurent,0,0.00,0.00,0,0.00,0.00,9,4.39,0.49,1,1.29,32,3,1.46,0.00,0,0.43,3,3,69,72,4.17,27,546,573,4.71,3.86,13.16
2025-01-15,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.35,0.00,0,0.14,0.05,8,2.78,0.00,0,1.14,28,2,0.70,0.00,0,0.29,4,2,56,58,3.45,21,412,433,4.85,3.00,7.31
2025-01-15,Région,RSS03,03 - Capitale-Nationale,3,0.36,0.00,0,0.43,0.05,15,1.82,0.12,1,2.14,78,3,0.36,0.00,0,0.43,13,6,189,195,3.08,38,1178,1216,3.13,5.43,4.62
2025-01-15,Région,RSS04,04 - Mauricie et Centre-du-Québec,1,0.18,0.00,0,0.14,0.03,18,3.23,0.54,3,2.57,51,1,0.18,0.00,0,0.14,2,5,114,119,4.20,51,763,814,6.27,7.29,9.15
2025-01-15,Région,RSS05,05 - Estrie,3,0.56,0.00,0,0.43,0.08,12,2.23,0.37,2,1.71,76,0,0.00,0.00,0,0.00,3,8,121,129,6.20,52,780,832,6.25,7.43,9.65
2025-01-15,Région,RSS06,06 - Montréal,7,0.32,0.14,3,1.00,0.05,61,2.78,0.59,13,8.71,297,8,0.36,0.05,1,1.14,27,29,420,449,6.46,220,2827,3047,7.22,31.43,10.03
2025-01-15,Région,RSS07,07 - Outaouais,1,0.23,0.00,0,0.14,0.03,15,3.48,0.46,2,2.14,57,2,0.46,0.00,0,0.29,2,7,87,94,7.45,30,363,393,7.63,4.29,6.95
2025-01-15,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,6,4.01,1.34,2,0.86,19,0,0.00,0.00,0,0.00,0,5,64,69,7.25,12,243,255,4.71,1.71,8.02
2025-01-15,Région,RSS09,09 - Côte-Nord,1,1.12,0.00,0,0.14,0.16,2,2.24,0.00,0,0.29,20,0,0.00,0.00,0,0.00,0,2,34,36,5.56,12,193,205,5.85,1.71,13.44
2025-01-15,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,2,6,8,25.00,4,55,59,6.78,0.57,29.79
2025-01-15,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,11,11.90,0.00,0,1.57,19,0,0.00,0.00,0,0.00,1,2,41,43,4.65,18,266,284,6.34,2.57,19.48
2025-01-15,Région,RSS12,12 - Chaudière-Appalaches,2,0.43,0.00,0,0.29,0.06,23,5.00,1.09,5,3.29,47,4,0.87,0.22,1,0.57,6,6,107,113,5.31,44,734,778,5.66,6.29,9.57
2025-01-15,Région,RSS13,13 - Laval,1,0.22,0.00,0,0.14,0.03,20,4.32,0.86,4,2.86,72,2,0.43,0.00,0,0.29,8,5,87,92,5.43,59,599,658,8.97,8.43,12.73
2025-01-15,Région,RSS14,14 - Lanaudière,0,0.00,0.00,0,0.00,0.00,9,1.58,0.35,2,1.29,41,2,0.35,0.18,1,0.29,7,11,121,132,8.33,55,870,925,5.95,7.86,9.68
2025-01-15,Région,RSS15,15 - Laurentides,3,0.44,0.00,0,0.43,0.06,28,4.10,0.44,3,4.00,77,5,0.73,0.00,0,0.71,10,14,207,221,6.33,96,1226,1322,7.26,13.71,14.07
2025-01-15,Région,RSS16,16 - Montérégie,3,0.20,0.00,0,0.43,0.03,48,3.15,0.39,6,6.86,208,10,0.66,0.13,2,1.43,12,28,362,390,7.18,146,2291,2437,5.99,20.86,9.57
2025-01-15,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,5,0,0.00,0.00,0,0.00,0,1,10,11,9.09,2,71,73,2.74,0.29,13.67
2025-01-15,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,4,20.79,5.20,1,0.57,12,0,0.00,0.00,0,0.00,0,1,15,16,6.25,5,94,99,5.05,0.71,25.99
2025-01-15,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,1,0,.,.,0,0.00,0,0,4,4,0.00,1,22,23,4.35,0.14,.
2025-01-15,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,4,4,0.00,5,15,20,25.00,0.71,.
2025-01-15,Région,RSS99,Ensemble du Québec,26,0.29,0.03,3,3.71,0.04,289,3.17,0.49,45,41.29,1142,42,0.46,0.05,5,6.00,98,137,2118,2255,6.08,898,13548,14446,6.22,128.29,9.85
2025-01-15,Groupe de région,REG01,Montréal et Laval,8,0.30,0.11,3,1.14,0.04,81,3.05,0.64,17,11.57,.,10,0.38,0.04,1,1.43,.,34,507,541,6.28,279,3426,3705,7.53,39.86,10.50
2025-01-15,Groupe de région,REG02,Ceinture de Montréal,3,0.19,0.00,0,0.43,0.03,40,2.52,0.44,7,5.71,.,8,0.50,0.19,3,1.14,.,29,366,395,7.34,164,2445,2609,6.29,23.43,10.31
2025-01-15,Groupe de région,REG03,Autres régions,15,0.31,0.00,0,2.14,0.04,168,3.45,0.43,21,24.00,.,24,0.49,0.02,1,3.43,.,74,1237,1311,5.64,449,7640,8089,5.55,64.14,9.22
2025-01-15,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,4,4,0.00,1,22,23,4.35,0.14,.
2025-01-15,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,4,4,0.00,5,15,20,25.00,0.71,.
2025-01-15,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,9,1.02,0.00,0,1.29,6,0,0.00,0.00,0,0.00,0,8,221,229,3.49,63,1442,1505,4.19,9.00,7.12
2025-01-15,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,3,0.30,0.00,0,0.43,6,0,0.00,0.00,0,0.00,0,2,43,45,4.44,7,319,326,2.15,1.00,0.70
2025-01-15,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,2,0.18,0.00,0,0.29,15,0,0.00,0.00,0,0.00,0,8,115,123,6.50,52,677,729,7.13,7.43,4.72
2025-01-15,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,7,0.56,0.24,3,1.00,33,0,0.00,0.00,0,0.00,0,13,155,168,7.74,82,906,988,8.30,11.71,6.52
2025-01-15,Groupe d'âge,40_49,40-49 ans,0,0.00,0.00,0,0.00,0.00,12,0.99,0.33,4,1.71,44,0,0.00,0.00,0,0.00,0,24,126,150,16.00,101,867,968,10.43,14.43,8.30
2025-01-15,Groupe d'âge,50_59,50-59 ans,1,0.09,0.00,0,0.14,0.01,12,1.12,0.47,5,1.71,54,2,0.19,0.09,1,0.29,3,13,183,196,6.63,83,1162,1245,6.67,11.86,7.77
2025-01-15,Groupe d'âge,60_69,60-69 ans,3,0.25,0.00,0,0.43,0.04,25,2.05,0.25,3,3.57,140,5,0.41,0.16,2,0.71,8,10,274,284,3.52,100,1769,1869,5.35,14.29,8.19
2025-01-15,Groupe d'âge,70_79,70-79 ans,4,0.45,0.11,1,0.57,0.06,80,9.07,0.79,7,11.43,331,13,1.47,0.23,2,1.86,33,20,414,434,4.61,166,2490,2656,6.25,23.71,18.82
2025-01-15,Groupe d'âge,80_89,80-89 ans,10,2.53,0.25,1,1.43,0.36,102,25.79,4.05,16,14.57,364,20,5.06,0.00,0,2.86,39,30,387,417,7.19,183,2612,2795,6.55,26.14,46.27
2025-01-15,Groupe d'âge,90_,90 ans et plus,8,8.74,1.09,1,1.14,1.25,37,40.40,7.64,7,5.29,149,2,2.18,0.00,0,0.29,15,9,199,208,4.33,61,1299,1360,4.49,8.71,66.61
2025-01-15,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,1,1,0.00,0,5,5,0.00,0.00,.
2025-01-15,Groupe d'âge,TOT,Total,26,0.29,0.03,3,3.71,0.04,289,3.17,0.49,45,41.29,1142,42,0.46,0.05,5,6.00,98,137,2118,2255,6.08,898,13548,14446,6.22,128.29,9.85
2025-01-15,Sexe,MASC,Masculin,14,0.31,0.04,2,2.00,0.04,141,3.08,0.35,16,20.14,.,19,0.41,0.04,2,2.71,.,47,880,927,5.07,341,5859,6200,5.50,48.71,7.44
2025-01-15,Sexe,FEM,Féminin,12,0.26,0.02,1,1.71,0.04,148,3.27,0.64,29,21.14,.,23,0.51,0.07,3,3.29,.,90,1237,1327,6.78,556,7683,8239,6.75,79.43,12.27
2025-01-15,Sexe,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,1,1,0.00,1,6,7,14.29,0.14,.
2025-01-15,Sexe,TOT,Total,26,0.29,0.03,3,3.71,0.04,289,3.17,0.49,45,41.29,.,42,0.46,0.05,5,6.00,.,137,2118,2255,6.08,898,13548,14446,6.22,128.29,9.85
2025-01-16,Région,RSS01,01 - Bas-Saint-Laurent,0,0.00,0.00,0,0.00,0.00,9,4.39,0.00,0,1.00,31,3,1.46,0.00,0,0.14,3,8,77,85,9.41,27,546,573,4.71,3.43,13.16
2025-01-16,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.35,0.00,0,0.14,0.05,8,2.78,0.35,1,1.14,27,2,0.70,0.35,1,0.43,5,2,58,60,3.33,21,412,433,4.85,3.00,7.31
2025-01-16,Région,RSS03,03 - Capitale-Nationale,3,0.36,0.12,1,0.43,0.05,15,1.82,0.24,2,2.43,75,3,0.36,0.00,0,0.57,13,4,168,172,2.33,38,1178,1216,3.13,5.86,4.62
2025-01-16,Région,RSS04,04 - Mauricie et Centre-du-Québec,1,0.18,0.00,0,0.14,0.03,18,3.23,0.36,2,2.57,47,1,0.18,0.00,0,0.14,1,4,81,85,4.71,51,763,814,6.27,6.71,9.15
2025-01-16,Région,RSS05,05 - Estrie,3,0.56,0.00,0,0.14,0.03,12,2.23,0.37,2,1.29,71,0,0.00,0.00,0,0.00,3,9,102,111,8.11,52,780,832,6.25,7.43,9.65
2025-01-16,Région,RSS06,06 - Montréal,7,0.32,0.05,1,1.14,0.05,61,2.78,0.41,9,9.71,288,8,0.36,0.05,1,1.43,27,33,418,451,7.32,220,2827,3047,7.22,30.43,10.03
2025-01-16,Région,RSS07,07 - Outaouais,1,0.23,0.00,0,0.29,0.07,15,3.48,0.46,2,1.86,53,2,0.46,0.00,0,0.43,3,1,19,20,5.00,30,363,393,7.63,3.57,6.95
2025-01-16,Région,RSS08,08 - Abitibi-Témiscamingue,0,0.00,0.00,0,0.00,0.00,6,4.01,0.00,0,0.86,19,0,0.00,0.00,0,0.00,0,2,32,34,5.88,12,243,255,4.71,1.86,8.02
2025-01-16,Région,RSS09,09 - Côte-Nord,1,1.12,0.00,0,0.14,0.16,2,2.24,1.12,1,0.29,19,0,0.00,0.00,0,0.00,0,1,18,19,5.26,12,193,205,5.85,1.57,13.44
2025-01-16,Région,RSS10,10 - Nord-du-Québec,0,0.00,0.00,0,0.00,0.00,0,0.00,.,.,,.,0,0.00,.,.,,.,0,7,7,0.00,4,55,59,6.78,0.57,29.79
2025-01-16,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0,0.00,0.00,0,0.00,0.00,11,11.90,2.16,2,1.57,21,0,0.00,0.00,0,0.00,1,2,35,37,5.41,18,266,284,6.34,2.43,19.48
2025-01-16,Région,RSS12,12 - Chaudière-Appalaches,2,0.43,0.00,0,0.29,0.06,23,5.00,0.00,0,3.14,46,4,0.87,0.00,0,0.57,6,4,107,111,3.60,44,734,778,5.66,6.86,9.57
2025-01-16,Région,RSS13,13 - Laval,1,0.22,0.00,0,0.14,0.03,20,4.32,0.22,1,2.43,69,2,0.43,0.00,0,0.14,6,5,77,82,6.10,59,599,658,8.97,8.43,12.73
2025-01-16,Région,RSS14,14 - Lanaudière,0,0.00,0.00,0,0.00,0.00,9,1.58,0.35,2,1.57,38,2,0.35,0.18,1,0.29,6,7,135,142,4.93,55,870,925,5.95,6.71,9.68
2025-01-16,Région,RSS15,15 - Laurentides,3,0.44,0.00,0,0.14,0.02,28,4.10,0.88,6,3.57,75,5,0.73,0.15,1,0.57,9,14,176,190,7.37,96,1226,1322,7.26,11.57,14.07
2025-01-16,Région,RSS16,16 - Montérégie,3,0.20,0.00,0,0.29,0.02,48,3.15,0.59,9,6.43,205,10,0.66,0.26,4,1.57,15,13,341,354,3.67,146,2291,2437,5.99,21.00,9.57
2025-01-16,Région,RSS17,17 - Nunavik,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,5,0,0.00,0.00,0,0.00,0,0,11,11,0.00,2,71,73,2.74,0.29,13.67
2025-01-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0.00,0.00,0,0.00,0.00,4,20.79,0.00,0,0.43,12,0,0.00,0.00,0,0.00,0,0,20,20,0.00,5,94,99,5.05,0.57,25.99
2025-01-16,Région,RSS00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,1,0,.,.,0,0.00,0,0,3,3,0.00,1,22,23,4.35,0.14,.
2025-01-16,Région,RSS98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,5,5,0.00,5,15,20,25.00,0.71,.
2025-01-16,Région,RSS99,Ensemble du Québec,26,0.29,0.02,2,3.29,0.04,289,3.17,0.43,39,40.29,1104,42,0.46,0.09,8,6.29,98,109,1890,1999,5.45,898,13548,14446,6.22,123.14,9.85
2025-01-16,Groupe de région,REG01,Montréal et Laval,8,0.30,0.04,1,1.29,0.05,81,3.05,0.38,10,12.14,.,10,0.38,0.04,1,1.57,.,38,495,533,7.13,279,3426,3705,7.53,38.86,10.50
2025-01-16,Groupe de région,REG02,Ceinture de Montréal,3,0.19,0.00,0,0.14,0.01,40,2.52,0.50,8,5.86,.,8,0.50,0.13,2,1.14,.,18,363,381,4.72,164,2445,2609,6.29,21.71,10.31
2025-01-16,Groupe de région,REG03,Autres régions,15,0.31,0.02,1,1.86,0.04,168,3.45,0.43,21,22.29,.,24,0.49,0.10,5,3.57,.,53,1024,1077,4.92,449,7640,8089,5.55,61.71,9.22
2025-01-16,Groupe de région,REG00,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,3,3,0.00,1,22,23,4.35,0.14,.
2025-01-16,Groupe de région,REG98,Hors Québec,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,5,5,0.00,5,15,20,25.00,0.71,.
2025-01-16,Groupe d'âge,0_9,0-9 ans,0,0.00,0.00,0,0.00,0.00,9,1.02,0.11,1,1.43,3,0,0.00,0.00,0,0.00,0,6,165,171,3.51,63,1442,1505,4.19,8.29,7.12
2025-01-16,Groupe d'âge,10_19,10-19 ans,0,0.00,0.00,0,0.00,0.00,3,0.30,0.10,1,0.43,5,0,0.00,0.00,0,0.00,0,2,58,60,3.33,7,319,326,2.15,1.29,0.70
2025-01-16,Groupe d'âge,20_29,20-29 ans,0,0.00,0.00,0,0.00,0.00,2,0.18,0.00,0,0.14,15,0,0.00,0.00,0,0.00,0,7,97,104,6.73,52,677,729,7.13,6.57,4.72
2025-01-16,Groupe d'âge,30_39,30-39 ans,0,0.00,0.00,0,0.00,0.00,7,0.56,0.00,0,1.29,31,0,0.00,0.00,0,0.00,0,11,148,159,6.92,82,906,988,8.30,11.00,6.52
2025-01-16,Groupe d'âge,40_49,40-49 ans,0,0.00,0.00,0,0.00,0.00,12,0.99,0.08,1,1.57,43,0,0.00,0.00,0,0.00,0,9,137,146,6.16,101,867,968,10.43,14.29,8.30
2025-01-16,Groupe d'âge,50_59,50-59 ans,1,0.09,0.00,0,0.00,0.00,12,1.12,0.00,0,1.57,53,2,0.19,0.00,0,0.29,3,12,171,183,6.56,83,1162,1245,6.67,11.14,7.77
2025-01-16,Groupe d'âge,60_69,60-69 ans,3,0.25,0.00,0,0.43,0.04,25,2.05,0.41,5,3.14,135,5,0.41,0.00,0,0.71,7,11,248,259,4.25,100,1769,1869,5.35,13.57,8.19
2025-01-16,Groupe d'âge,70_79,70-79 ans,4,0.45,0.00,0,0.43,0.05,80,9.07,1.25,11,11.57,319,13,1.47,0.23,2,2.00,34,25,348,373,6.70,166,2490,2656,6.25,23.57,18.82
2025-01-16,Groupe d'âge,80_89,80-89 ans,10,2.53,0.51,2,1.43,0.36,102,25.79,4.30,17,14.00,357,20,5.06,1.52,6,2.71,40,21,349,370,5.68,183,2612,2795,6.55,25.29,46.27
2025-01-16,Groupe d'âge,90_,90 ans et plus,8,8.74,0.00,0,1.00,1.09,37,40.40,3.28,3,5.14,143,2,2.18,0.00,0,0.57,14,5,169,174,2.87,61,1299,1360,4.49,8.14,66.61
2025-01-16,Groupe d'âge,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,0,0,.,.,0,0.00,0,0,0,0,.,0,5,5,0.00,0.00,.
2025-01-16,Groupe d'âge,TOT,Total,26,0.29,0.02,2,3.29,0.04,289,3.17,0.43,39,40.29,1104,42,0.46,0.09,8,6.29,98,109,1890,1999,5.45,898,13548,14446,6.22,123.14,9.85
2025-01-16,Sexe,MASC,Masculin,14,0.31,0.02,1,2.00,0.04,141,3.08,0.48,22,19.86,.,19,0.41,0.11,5,2.86,.,47,821,868,5.41,341,5859,6200,5.50,47.71,7.44
2025-01-16,Sexe,FEM,Féminin,12,0.26,0.02,1,1.29,0.03,148,3.27,0.38,17,20.43,.,23,0.51,0.07,3,3.43,.,62,1069,1131,5.48,556,7683,8239,6.75,75.29,12.27
2025-01-16,Sexe,INC,Inconnu,0,.,.,0,0.00,,0,.,.,0,0.00,.,0,.,.,0,0.00,.,0,0,0,.,1,6,7,14.29,0.14,.
2025-01-16,Sexe,TOT,Total,26,0.29,0.02,2,3.29,0.04,289,3.17,0.43,39,40.29,.,42,0.46,0.09,8,6.29,.,109,1890,1999,5.45,898,13548,14446,6.22,123.14,9.85
2025-01-17,Région,RSS01,01 - Bas-Saint-Laurent,0,0.00,0.00,0,0.00,0.00,9,4.39,1.46,3,1.14,30,3,1.46,0.49,1,0.14,3,5,78,83,6.02,27,546,573,4.71,3.86,13.16
2025-01-17,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1,0.35,0.00,0,0.14,0.05,8,2.78,0.35,1,1.00,28,2,0.70,0.00,0,0.43,4,3,66,69,4.35,21,412,433,4.85,3.29,7.31
2025-01-17,Région,RSS03,03 - Capitale-Nationale,3,0.36,0.24,2,0.43,0.05,15,1.82,0.00,0,1.86,65,3,0.36,0.00,0,0.29,12,4,162,166,2.41,38,1178,1216,3.13,5.29,4.62
2025-01-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,1,0.18,0.00,0,0.00,0.00,18,3.23,0.36,2,2.71,45,1,0.18,0.00,0,0.14,1,11,146,157,7.01,51,763,814,6.27,6.57,9.15
2025-01-17,Région,RSS05,05 - Estrie,3,0.56,0.00,0,0.14,0.03,12,2.23,0.19,1,1.43,66,0,0.00,0.00,0,0.00,2,9,99,108,8.33,52,780,832,6.25,9.43,9.65
2025-01-17,Région,RSS06,06 - Montréal,7,0.32,0.05,1,1.43,0.07,61,2.78,0.41,9,9.14,273,8,0.36,0.00,0,1.43,23,37,433,470,7.87,220,2827,3047,7.22,29.86,10.03
